--- RISAT-2B Logs ---
[2025-01-01 00:00:00] Temperature: 18.1°C, Voltage: 3.81V, Current: 1.17A, Signal_Strength: -48dBm, Antenna_Angle: 153.26°, Roll: 1.23°, Pitch: -1.09°, Yaw: 1.62°, Packets_Sent: 1818, Status: OK
[2025-01-01 01:50:00] Temperature: 43.5°C, Voltage: 3.62V, Current: 1.29A, Signal_Strength: -66dBm, Antenna_Angle: 19.43°, Roll: -0.24°, Pitch: -1.75°, Yaw: 46.42°, Packets_Sent: 1978, Status: OK
[2025-01-01 01:51:00] Temperature: 17.3°C, Voltage: 3.55V, Current: 0.76A, Signal_Strength: -62dBm, Antenna_Angle: 95.52°, Roll: 1.87°, Pitch: 0.93°, Yaw: 131.53°, Packets_Sent: 1668, Status: OK
[2025-01-01 01:52:00] Temperature: 39.3°C, Voltage: 3.73V, Current: 1.49A, Signal_Strength: -61dBm, Antenna_Angle: 19.59°, Roll: -1.51°, Pitch: 1.73°, Yaw: 28.78°, Packets_Sent: 1842, Status: OK
[2025-01-01 01:53:00] Temperature: 30.7°C, Voltage: 3.68V, Current: 0.84A, Signal_Strength: -46dBm, Antenna_Angle: 337.21°, Roll: 0.32°, Pitch: -0.28°, Yaw: 139.80°, Packets_Sent: 1728, Status: OK
[2025-01-01 01:54:00] Temperature: 22.1°C, Voltage: 3.80V, Current: 1.18A, Signal_Strength: -60dBm, Antenna_Angle: 225.79°, Roll: -0.42°, Pitch: 1.82°, Yaw: 134.73°, Packets_Sent: 1842, Status: OK
[2025-01-01 01:55:00] Temperature: 38.2°C, Voltage: 3.84V, Current: 1.49A, Signal_Strength: -54dBm, Antenna_Angle: 305.11°, Roll: 0.17°, Pitch: -1.02°, Yaw: 2.15°, Packets_Sent: 1081, Status: OK
[2025-01-01 01:56:00] Temperature: 31.9°C, Voltage: 3.52V, Current: 1.06A, Signal_Strength: -62dBm, Antenna_Angle: 87.08°, Roll: 1.40°, Pitch: -1.43°, Yaw: 254.32°, Packets_Sent: 1288, Status: OK
[2025-01-01 01:57:00] Temperature: 21.4°C, Voltage: 3.72V, Current: 0.63A, Signal_Strength: -45dBm, Antenna_Angle: 145.75°, Roll: -1.84°, Pitch: 1.47°, Yaw: 331.75°, Packets_Sent: 1430, Status: OK
[2025-01-01 01:58:00] Temperature: 37.9°C, Voltage: 3.78V, Current: 1.43A, Signal_Strength: -48dBm, Antenna_Angle: 165.66°, Roll: -0.97°, Pitch: -0.24°, Yaw: 330.63°, Packets_Sent: 1282, Status: OK
[2025-01-01 01:59:00] Temperature: 36.3°C, Voltage: 3.54V, Current: 0.99A, Signal_Strength: -65dBm, Antenna_Angle: 50.65°, Roll: -1.05°, Pitch: -1.27°, Yaw: 207.08°, Packets_Sent: 1179, Status: OK
[2025-01-01 02:00:00] Temperature: 44.7°C, Voltage: 3.48V, Current: 1.08A, Signal_Strength: -68dBm, Antenna_Angle: 287.41°, Roll: -0.88°, Pitch: -1.45°, Yaw: 346.14°, Packets_Sent: 1957, Status: OK
[2025-01-01 02:01:00] Temperature: 17.1°C, Voltage: 3.69V, Current: 0.56A, Signal_Strength: -57dBm, Antenna_Angle: 287.88°, Roll: -0.67°, Pitch: -0.72°, Yaw: 30.28°, Packets_Sent: 1889, Status: OK
[2025-01-01 02:02:00] Temperature: 35.7°C, Voltage: 3.50V, Current: 0.83A, Signal_Strength: -48dBm, Antenna_Angle: 159.32°, Roll: 0.27°, Pitch: 0.44°, Yaw: 25.00°, Packets_Sent: 1793, Status: OK
[2025-01-01 02:03:00] Temperature: 21.6°C, Voltage: 3.46V, Current: 1.19A, Signal_Strength: -63dBm, Antenna_Angle: 102.36°, Roll: -1.15°, Pitch: -1.38°, Yaw: 278.44°, Packets_Sent: 1403, Status: OK
[2025-01-01 02:04:00] Temperature: 33.8°C, Voltage: 3.76V, Current: 1.40A, Signal_Strength: -60dBm, Antenna_Angle: 168.27°, Roll: -1.18°, Pitch: -1.70°, Yaw: 319.20°, Packets_Sent: 1347, Status: OK
[2025-01-01 02:05:00] Temperature: 43.8°C, Voltage: 3.83V, Current: 0.84A, Signal_Strength: -66dBm, Antenna_Angle: 172.13°, Roll: -1.99°, Pitch: 0.23°, Yaw: 18.85°, Packets_Sent: 1807, Status: OK
[2025-01-01 02:06:00] Temperature: 16.0°C, Voltage: 3.70V, Current: 0.59A, Signal_Strength: -60dBm, Antenna_Angle: 109.52°, Roll: -1.66°, Pitch: 1.30°, Yaw: 230.51°, Packets_Sent: 1489, Status: OK
[2025-01-01 02:07:00] Temperature: 23.9°C, Voltage: 3.47V, Current: 1.39A, Signal_Strength: -67dBm, Antenna_Angle: 243.14°, Roll: -0.11°, Pitch: 1.03°, Yaw: 182.28°, Packets_Sent: 1789, Status: OK
[2025-01-01 02:08:00] Temperature: 27.6°C, Voltage: 3.60V, Current: 1.42A, Signal_Strength: -50dBm, Antenna_Angle: 154.69°, Roll: -1.94°, Pitch: -1.84°, Yaw: 254.36°, Packets_Sent: 1227, Status: OK
[2025-01-01 02:09:00] Temperature: 30.3°C, Voltage: 3.84V, Current: 1.10A, Signal_Strength: -51dBm, Antenna_Angle: 339.77°, Roll: 1.78°, Pitch: 0.92°, Yaw: 101.78°, Packets_Sent: 1437, Status: OK
[2025-01-01 02:10:00] Temperature: 24.5°C, Voltage: 3.64V, Current: 1.04A, Signal_Strength: -72dBm, Antenna_Angle: 333.10°, Roll: 0.99°, Pitch: 1.35°, Yaw: 254.90°, Packets_Sent: 1892, Status: OK
[2025-01-01 02:11:00] Temperature: 32.9°C, Voltage: 3.48V, Current: 1.06A, Signal_Strength: -54dBm, Antenna_Angle: 153.81°, Roll: 1.26°, Pitch: -1.94°, Yaw: 101.55°, Packets_Sent: 1545, Status: OK
[2025-01-01 02:12:00] Temperature: 34.9°C, Voltage: 3.51V, Current: 0.86A, Signal_Strength: -49dBm, Antenna_Angle: 106.77°, Roll: -1.47°, Pitch: -1.11°, Yaw: 212.57°, Packets_Sent: 1161, Status: OK
[2025-01-01 02:13:00] Temperature: 18.0°C, Voltage: 3.49V, Current: 1.19A, Signal_Strength: -57dBm, Antenna_Angle: 336.43°, Roll: 1.22°, Pitch: -1.70°, Yaw: 312.12°, Packets_Sent: 1992, Status: OK
[2025-01-01 02:14:00] Temperature: 33.5°C, Voltage: 3.67V, Current: 0.77A, Signal_Strength: -67dBm, Antenna_Angle: 1.47°, Roll: -1.27°, Pitch: -0.20°, Yaw: 266.87°, Packets_Sent: 1049, Status: OK
[2025-01-01 02:15:00] Temperature: 41.3°C, Voltage: 3.50V, Current: 0.61A, Signal_Strength: -57dBm, Antenna_Angle: 191.17°, Roll: 1.76°, Pitch: -0.80°, Yaw: 297.61°, Packets_Sent: 1522, Status: OK
[2025-01-01 02:16:00] Temperature: 19.8°C, Voltage: 3.61V, Current: 0.91A, Signal_Strength: -60dBm, Antenna_Angle: 177.01°, Roll: 1.10°, Pitch: 0.11°, Yaw: 327.23°, Packets_Sent: 1951, Status: OK
[2025-01-01 02:17:00] Temperature: 28.5°C, Voltage: 3.71V, Current: 1.11A, Signal_Strength: -73dBm, Antenna_Angle: 236.61°, Roll: -1.73°, Pitch: 0.09°, Yaw: 138.39°, Packets_Sent: 1494, Status: OK
[2025-01-01 02:18:00] Temperature: 36.9°C, Voltage: 3.73V, Current: 0.68A, Signal_Strength: -56dBm, Antenna_Angle: 144.29°, Roll: 0.99°, Pitch: 0.30°, Yaw: 193.13°, Packets_Sent: 1857, Status: OK
[2025-01-01 02:19:00] Temperature: 23.1°C, Voltage: 3.46V, Current: 1.15A, Signal_Strength: -60dBm, Antenna_Angle: 247.20°, Roll: 0.27°, Pitch: 1.19°, Yaw: 69.41°, Packets_Sent: 1451, Status: OK
[2025-01-01 02:20:00] Temperature: 22.2°C, Voltage: 3.45V, Current: 1.08A, Signal_Strength: -47dBm, Antenna_Angle: 55.50°, Roll: 1.22°, Pitch: -1.80°, Yaw: 195.48°, Packets_Sent: 1708, Status: OK
[2025-01-01 02:21:00] Temperature: 19.2°C, Voltage: 3.48V, Current: 0.84A, Signal_Strength: -75dBm, Antenna_Angle: 150.73°, Roll: 1.60°, Pitch: 0.93°, Yaw: 246.37°, Packets_Sent: 1629, Status: OK
[2025-01-01 02:22:00] Temperature: 23.3°C, Voltage: 3.65V, Current: 1.42A, Signal_Strength: -47dBm, Antenna_Angle: 116.09°, Roll: 1.55°, Pitch: -0.59°, Yaw: 356.82°, Packets_Sent: 1634, Status: OK
[2025-01-01 02:23:00] Temperature: 29.1°C, Voltage: 3.56V, Current: 0.41A, Signal_Strength: -63dBm, Antenna_Angle: 160.70°, Roll: 1.15°, Pitch: -0.34°, Yaw: 191.14°, Packets_Sent: 1967, Status: OK
[2025-01-01 02:24:00] Temperature: 93.7°C, Voltage: 2.60V, Current: 0.86A, Signal_Strength: -98dBm, Antenna_Angle: 117.03°, Roll: -1.30°, Pitch: -0.97°, Yaw: 108.91°, Packets_Sent: 1215, Status: Critical
[2025-01-01 02:25:00] Temperature: 40.0°C, Voltage: 3.53V, Current: 0.85A, Signal_Strength: -59dBm, Antenna_Angle: 153.28°, Roll: 1.10°, Pitch: 1.35°, Yaw: 295.40°, Packets_Sent: 1949, Status: OK
[2025-01-01 02:26:00] Temperature: 36.9°C, Voltage: 3.63V, Current: 1.45A, Signal_Strength: -63dBm, Antenna_Angle: 16.41°, Roll: 1.24°, Pitch: -0.93°, Yaw: 329.86°, Packets_Sent: 1510, Status: OK
[2025-01-01 02:27:00] Temperature: 27.3°C, Voltage: 3.52V, Current: 1.28A, Signal_Strength: -65dBm, Antenna_Angle: 17.46°, Roll: -1.11°, Pitch: 1.93°, Yaw: 279.66°, Packets_Sent: 1995, Status: OK
[2025-01-01 02:28:00] Temperature: 17.1°C, Voltage: 3.56V, Current: 1.04A, Signal_Strength: -57dBm, Antenna_Angle: 155.97°, Roll: 1.29°, Pitch: -0.10°, Yaw: 174.52°, Packets_Sent: 1035, Status: OK
[2025-01-01 02:29:00] Temperature: 39.6°C, Voltage: 3.68V, Current: 0.94A, Signal_Strength: -50dBm, Antenna_Angle: 121.19°, Roll: 0.22°, Pitch: -1.56°, Yaw: 130.52°, Packets_Sent: 1213, Status: OK
[2025-01-01 02:30:00] Temperature: 30.8°C, Voltage: 3.57V, Current: 1.41A, Signal_Strength: -61dBm, Antenna_Angle: 127.41°, Roll: 1.01°, Pitch: -0.03°, Yaw: 355.62°, Packets_Sent: 1673, Status: OK
[2025-01-01 02:31:00] Temperature: 15.4°C, Voltage: 3.58V, Current: 1.10A, Signal_Strength: -46dBm, Antenna_Angle: 206.29°, Roll: 1.55°, Pitch: 0.34°, Yaw: 226.05°, Packets_Sent: 938, Status: OK
[2025-01-01 02:32:00] Temperature: 19.2°C, Voltage: 3.84V, Current: 0.40A, Signal_Strength: -53dBm, Antenna_Angle: 90.35°, Roll: 0.60°, Pitch: 1.23°, Yaw: 15.95°, Packets_Sent: 1201, Status: OK
[2025-01-01 02:33:00] Temperature: 17.7°C, Voltage: 3.81V, Current: 1.06A, Signal_Strength: -52dBm, Antenna_Angle: 119.56°, Roll: 0.44°, Pitch: 1.48°, Yaw: 168.71°, Packets_Sent: 1474, Status: OK
[2025-01-01 02:34:00] Temperature: 19.6°C, Voltage: 3.54V, Current: 1.02A, Signal_Strength: -62dBm, Antenna_Angle: 165.54°, Roll: 0.13°, Pitch: -0.16°, Yaw: 219.47°, Packets_Sent: 1485, Status: OK
[2025-01-01 02:35:00] Temperature: 18.4°C, Voltage: 3.57V, Current: 0.96A, Signal_Strength: -62dBm, Antenna_Angle: 96.23°, Roll: 0.89°, Pitch: -1.19°, Yaw: 180.30°, Packets_Sent: 1970, Status: OK
[2025-01-01 02:36:00] Temperature: 18.9°C, Voltage: 3.69V, Current: 1.27A, Signal_Strength: -59dBm, Antenna_Angle: 142.71°, Roll: 1.22°, Pitch: -0.89°, Yaw: 205.39°, Packets_Sent: 1953, Status: OK
[2025-01-01 02:37:00] Temperature: 34.4°C, Voltage: 3.54V, Current: 1.47A, Signal_Strength: -62dBm, Antenna_Angle: 265.25°, Roll: 0.89°, Pitch: -0.49°, Yaw: 224.17°, Packets_Sent: 1638, Status: OK
[2025-01-01 02:38:00] Temperature: 28.8°C, Voltage: 3.79V, Current: 0.72A, Signal_Strength: -60dBm, Antenna_Angle: 35.52°, Roll: -1.23°, Pitch: -1.99°, Yaw: 145.02°, Packets_Sent: 1808, Status: OK
[2025-01-01 02:39:00] Temperature: 21.4°C, Voltage: 3.84V, Current: 1.41A, Signal_Strength: -72dBm, Antenna_Angle: 33.22°, Roll: 1.69°, Pitch: 1.19°, Yaw: 32.52°, Packets_Sent: 1984, Status: OK
[2025-01-01 02:40:00] Temperature: 19.5°C, Voltage: 3.76V, Current: 1.37A, Signal_Strength: -50dBm, Antenna_Angle: 295.80°, Roll: -0.34°, Pitch: 0.20°, Yaw: 300.94°, Packets_Sent: 1539, Status: OK
[2025-01-01 02:41:00] Temperature: 42.8°C, Voltage: 3.54V, Current: 0.91A, Signal_Strength: -71dBm, Antenna_Angle: 235.35°, Roll: -0.20°, Pitch: 0.01°, Yaw: 208.53°, Packets_Sent: 1143, Status: OK
[2025-01-01 02:42:00] Temperature: 41.5°C, Voltage: 3.54V, Current: 1.15A, Signal_Strength: -58dBm, Antenna_Angle: 12.93°, Roll: -0.73°, Pitch: -0.91°, Yaw: 287.80°, Packets_Sent: 1777, Status: OK
[2025-01-01 02:43:00] Temperature: 34.1°C, Voltage: 3.47V, Current: 1.38A, Signal_Strength: -67dBm, Antenna_Angle: 167.76°, Roll: 0.32°, Pitch: 0.81°, Yaw: 25.42°, Packets_Sent: 1814, Status: OK
[2025-01-01 02:44:00] Temperature: 77.8°C, Voltage: 3.58V, Current: 0.62A, Signal_Strength: -59dBm, Antenna_Angle: 355.97°, Roll: 1.37°, Pitch: 1.00°, Yaw: 166.59°, Packets_Sent: 981, Status: Warning
[2025-01-01 02:45:00] Temperature: 33.1°C, Voltage: 3.67V, Current: 0.73A, Signal_Strength: -60dBm, Antenna_Angle: 219.06°, Roll: -1.33°, Pitch: 1.31°, Yaw: 75.63°, Packets_Sent: 1699, Status: OK
[2025-01-01 02:46:00] Temperature: 30.4°C, Voltage: 3.61V, Current: 0.98A, Signal_Strength: -49dBm, Antenna_Angle: 345.40°, Roll: -0.41°, Pitch: -1.40°, Yaw: 213.72°, Packets_Sent: 1880, Status: OK
[2025-01-01 02:47:00] Temperature: 20.4°C, Voltage: 3.82V, Current: 1.26A, Signal_Strength: -57dBm, Antenna_Angle: 227.53°, Roll: 0.95°, Pitch: 0.19°, Yaw: 290.61°, Packets_Sent: 1583, Status: OK
[2025-01-01 02:48:00] Temperature: 42.9°C, Voltage: 3.71V, Current: 0.99A, Signal_Strength: -56dBm, Antenna_Angle: 305.03°, Roll: 0.04°, Pitch: -1.46°, Yaw: 291.02°, Packets_Sent: 1101, Status: OK
[2025-01-01 02:49:00] Temperature: 29.7°C, Voltage: 3.82V, Current: 0.83A, Signal_Strength: -52dBm, Antenna_Angle: 347.65°, Roll: 1.49°, Pitch: -1.81°, Yaw: 211.00°, Packets_Sent: 975, Status: OK
[2025-01-01 02:50:00] Temperature: 38.4°C, Voltage: 3.69V, Current: 0.56A, Signal_Strength: -58dBm, Antenna_Angle: 321.64°, Roll: -0.90°, Pitch: 0.83°, Yaw: 238.58°, Packets_Sent: 1358, Status: OK
[2025-01-01 02:51:00] Temperature: 34.8°C, Voltage: 3.69V, Current: 0.90A, Signal_Strength: -74dBm, Antenna_Angle: 256.98°, Roll: -0.32°, Pitch: -0.69°, Yaw: 183.97°, Packets_Sent: 990, Status: OK
[2025-01-01 02:52:00] Temperature: 30.6°C, Voltage: 3.74V, Current: 0.65A, Signal_Strength: -46dBm, Antenna_Angle: 121.79°, Roll: -1.95°, Pitch: -0.05°, Yaw: 85.00°, Packets_Sent: 1813, Status: OK
[2025-01-01 02:53:00] Temperature: 20.1°C, Voltage: 3.77V, Current: 1.39A, Signal_Strength: -68dBm, Antenna_Angle: 116.24°, Roll: 0.53°, Pitch: 0.73°, Yaw: 276.34°, Packets_Sent: 1596, Status: OK
[2025-01-01 02:54:00] Temperature: 42.2°C, Voltage: 3.59V, Current: 1.11A, Signal_Strength: -92dBm, Antenna_Angle: 222.43°, Roll: 0.07°, Pitch: 0.84°, Yaw: 100.85°, Packets_Sent: 1355, Status: Warning
[2025-01-01 02:55:00] Temperature: 31.1°C, Voltage: 3.49V, Current: 0.48A, Signal_Strength: -73dBm, Antenna_Angle: 319.59°, Roll: 0.61°, Pitch: 0.81°, Yaw: 270.91°, Packets_Sent: 1005, Status: OK
[2025-01-01 02:56:00] Temperature: 44.3°C, Voltage: 3.77V, Current: 1.34A, Signal_Strength: -69dBm, Antenna_Angle: 192.87°, Roll: -1.54°, Pitch: 0.51°, Yaw: 141.67°, Packets_Sent: 1809, Status: OK
[2025-01-01 02:57:00] Temperature: 31.0°C, Voltage: 3.48V, Current: 0.44A, Signal_Strength: -56dBm, Antenna_Angle: 316.19°, Roll: 0.47°, Pitch: 0.15°, Yaw: 314.53°, Packets_Sent: 1822, Status: OK
[2025-01-01 02:58:00] Temperature: 34.2°C, Voltage: 3.57V, Current: 1.26A, Signal_Strength: -67dBm, Antenna_Angle: 153.48°, Roll: -0.95°, Pitch: 1.91°, Yaw: 206.82°, Packets_Sent: 1497, Status: OK
[2025-01-01 02:59:00] Temperature: 42.4°C, Voltage: 3.85V, Current: 1.30A, Signal_Strength: -62dBm, Antenna_Angle: 308.23°, Roll: 1.26°, Pitch: -1.73°, Yaw: 78.45°, Packets_Sent: 1510, Status: OK
[2025-01-01 03:00:00] Temperature: 24.6°C, Voltage: 3.54V, Current: 0.95A, Signal_Strength: -55dBm, Antenna_Angle: 312.69°, Roll: 0.33°, Pitch: -0.01°, Yaw: 163.08°, Packets_Sent: 1627, Status: OK
[2025-01-01 03:01:00] Temperature: 78.0°C, Voltage: 3.73V, Current: 0.56A, Signal_Strength: -62dBm, Antenna_Angle: 37.60°, Roll: 1.85°, Pitch: 1.10°, Yaw: 75.01°, Packets_Sent: 1705, Status: Warning
[2025-01-01 03:02:00] Temperature: 26.0°C, Voltage: 3.73V, Current: 0.73A, Signal_Strength: -70dBm, Antenna_Angle: 295.78°, Roll: -1.30°, Pitch: -1.64°, Yaw: 307.62°, Packets_Sent: 1364, Status: OK
[2025-01-01 03:03:00] Temperature: 17.1°C, Voltage: 3.59V, Current: 1.21A, Signal_Strength: -59dBm, Antenna_Angle: 209.90°, Roll: -1.90°, Pitch: -0.13°, Yaw: 74.63°, Packets_Sent: 1696, Status: OK
[2025-01-01 03:04:00] Temperature: 26.5°C, Voltage: 3.64V, Current: 0.68A, Signal_Strength: -70dBm, Antenna_Angle: 44.04°, Roll: 0.18°, Pitch: 0.60°, Yaw: 331.76°, Packets_Sent: 1630, Status: OK
[2025-01-01 03:05:00] Temperature: 37.2°C, Voltage: 3.82V, Current: 1.07A, Signal_Strength: -62dBm, Antenna_Angle: 159.10°, Roll: -1.95°, Pitch: -1.35°, Yaw: 59.61°, Packets_Sent: 1589, Status: OK
[2025-01-01 03:06:00] Temperature: 17.8°C, Voltage: 3.68V, Current: 0.48A, Signal_Strength: -50dBm, Antenna_Angle: 103.20°, Roll: -1.09°, Pitch: 1.05°, Yaw: 301.59°, Packets_Sent: 1102, Status: OK
[2025-01-01 03:07:00] Temperature: 26.6°C, Voltage: 3.81V, Current: 1.18A, Signal_Strength: -67dBm, Antenna_Angle: 202.48°, Roll: 1.24°, Pitch: -0.85°, Yaw: 264.93°, Packets_Sent: 1897, Status: OK
[2025-01-01 03:08:00] Temperature: 39.3°C, Voltage: 3.79V, Current: 0.99A, Signal_Strength: -66dBm, Antenna_Angle: 229.29°, Roll: 1.88°, Pitch: 1.08°, Yaw: 10.32°, Packets_Sent: 1394, Status: OK
[2025-01-01 03:09:00] Temperature: 43.9°C, Voltage: 3.70V, Current: 1.47A, Signal_Strength: -53dBm, Antenna_Angle: 207.04°, Roll: 0.83°, Pitch: -1.25°, Yaw: 200.81°, Packets_Sent: 1687, Status: OK
[2025-01-01 03:10:00] Temperature: 26.3°C, Voltage: 3.63V, Current: 1.06A, Signal_Strength: -64dBm, Antenna_Angle: 149.57°, Roll: 1.81°, Pitch: -1.99°, Yaw: 359.05°, Packets_Sent: 1791, Status: OK
[2025-01-01 03:11:00] Temperature: 42.5°C, Voltage: 3.56V, Current: 1.29A, Signal_Strength: -47dBm, Antenna_Angle: 48.39°, Roll: -1.47°, Pitch: 0.80°, Yaw: 79.26°, Packets_Sent: 1162, Status: OK
[2025-01-01 03:12:00] Temperature: 92.3°C, Voltage: 2.97V, Current: 1.49A, Signal_Strength: -105dBm, Antenna_Angle: 349.89°, Roll: 1.56°, Pitch: -0.05°, Yaw: 222.18°, Packets_Sent: 1352, Status: Critical
[2025-01-01 03:13:00] Temperature: 34.1°C, Voltage: 3.56V, Current: 0.84A, Signal_Strength: -67dBm, Antenna_Angle: 9.68°, Roll: -1.15°, Pitch: 1.11°, Yaw: 126.16°, Packets_Sent: 1236, Status: OK
[2025-01-01 03:14:00] Temperature: 40.5°C, Voltage: 3.81V, Current: 0.88A, Signal_Strength: -66dBm, Antenna_Angle: 312.67°, Roll: 1.25°, Pitch: -1.56°, Yaw: 138.14°, Packets_Sent: 1671, Status: OK
[2025-01-01 03:15:00] Temperature: 18.8°C, Voltage: 3.54V, Current: 1.02A, Signal_Strength: -52dBm, Antenna_Angle: 128.41°, Roll: 1.57°, Pitch: 0.53°, Yaw: 128.16°, Packets_Sent: 1681, Status: OK
[2025-01-01 03:16:00] Temperature: 34.2°C, Voltage: 3.64V, Current: 0.88A, Signal_Strength: -49dBm, Antenna_Angle: 94.57°, Roll: -0.81°, Pitch: -1.82°, Yaw: 77.88°, Packets_Sent: 1089, Status: OK
[2025-01-01 03:17:00] Temperature: 38.8°C, Voltage: 3.78V, Current: 0.76A, Signal_Strength: -46dBm, Antenna_Angle: 267.45°, Roll: -0.63°, Pitch: 0.91°, Yaw: 352.35°, Packets_Sent: 1585, Status: OK
[2025-01-01 03:18:00] Temperature: 38.5°C, Voltage: 3.56V, Current: 0.72A, Signal_Strength: -54dBm, Antenna_Angle: 314.99°, Roll: -0.08°, Pitch: -1.28°, Yaw: 327.81°, Packets_Sent: 1717, Status: OK
[2025-01-01 03:19:00] Temperature: 15.0°C, Voltage: 3.64V, Current: 0.67A, Signal_Strength: -68dBm, Antenna_Angle: 90.97°, Roll: -0.90°, Pitch: 0.92°, Yaw: 250.47°, Packets_Sent: 1639, Status: OK
[2025-01-01 03:20:00] Temperature: 29.5°C, Voltage: 3.68V, Current: 0.62A, Signal_Strength: -64dBm, Antenna_Angle: 41.20°, Roll: 0.10°, Pitch: -0.13°, Yaw: 296.60°, Packets_Sent: 1837, Status: OK
[2025-01-01 03:21:00] Temperature: 19.0°C, Voltage: 3.73V, Current: 0.72A, Signal_Strength: -58dBm, Antenna_Angle: 102.75°, Roll: -0.02°, Pitch: -0.26°, Yaw: 34.11°, Packets_Sent: 1802, Status: OK
[2025-01-01 03:22:00] Temperature: 36.0°C, Voltage: 3.77V, Current: 0.95A, Signal_Strength: -73dBm, Antenna_Angle: 260.30°, Roll: -0.08°, Pitch: -1.03°, Yaw: 112.32°, Packets_Sent: 1997, Status: OK
[2025-01-01 03:23:00] Temperature: 24.7°C, Voltage: 3.83V, Current: 0.68A, Signal_Strength: -62dBm, Antenna_Angle: 192.54°, Roll: 0.53°, Pitch: 1.78°, Yaw: 5.32°, Packets_Sent: 1249, Status: OK
[2025-01-01 03:24:00] Temperature: 17.3°C, Voltage: 3.63V, Current: 0.45A, Signal_Strength: -55dBm, Antenna_Angle: 227.10°, Roll: -0.31°, Pitch: -1.48°, Yaw: 273.95°, Packets_Sent: 1555, Status: OK
[2025-01-01 03:25:00] Temperature: 27.2°C, Voltage: 3.67V, Current: 1.32A, Signal_Strength: -71dBm, Antenna_Angle: 154.01°, Roll: -1.02°, Pitch: 1.23°, Yaw: 25.96°, Packets_Sent: 1305, Status: OK
[2025-01-01 03:26:00] Temperature: 20.4°C, Voltage: 3.75V, Current: 0.41A, Signal_Strength: -74dBm, Antenna_Angle: 66.49°, Roll: -1.26°, Pitch: 0.01°, Yaw: 314.73°, Packets_Sent: 1011, Status: OK
[2025-01-01 03:27:00] Temperature: 35.7°C, Voltage: 3.58V, Current: 1.16A, Signal_Strength: -55dBm, Antenna_Angle: 329.58°, Roll: -1.33°, Pitch: 0.96°, Yaw: 34.50°, Packets_Sent: 1182, Status: OK
[2025-01-01 03:28:00] Temperature: 15.8°C, Voltage: 3.61V, Current: 0.44A, Signal_Strength: -66dBm, Antenna_Angle: 92.19°, Roll: -1.92°, Pitch: 1.93°, Yaw: 144.64°, Packets_Sent: 1190, Status: OK
[2025-01-01 03:29:00] Temperature: 21.2°C, Voltage: 3.75V, Current: 0.55A, Signal_Strength: -71dBm, Antenna_Angle: 49.19°, Roll: -1.87°, Pitch: -0.72°, Yaw: 312.85°, Packets_Sent: 976, Status: OK
[2025-01-01 03:30:00] Temperature: 20.5°C, Voltage: 3.52V, Current: 0.81A, Signal_Strength: -71dBm, Antenna_Angle: 9.91°, Roll: 1.40°, Pitch: -1.54°, Yaw: 74.78°, Packets_Sent: 994, Status: OK
[2025-01-01 03:31:00] Temperature: 21.3°C, Voltage: 3.68V, Current: 0.61A, Signal_Strength: -56dBm, Antenna_Angle: 130.90°, Roll: -0.48°, Pitch: 1.89°, Yaw: 286.77°, Packets_Sent: 1958, Status: OK
[2025-01-01 03:32:00] Temperature: 37.0°C, Voltage: 3.55V, Current: 1.32A, Signal_Strength: -63dBm, Antenna_Angle: 101.99°, Roll: -1.13°, Pitch: -1.26°, Yaw: 143.90°, Packets_Sent: 1158, Status: OK
[2025-01-01 03:33:00] Temperature: 23.9°C, Voltage: 3.63V, Current: 1.27A, Signal_Strength: -70dBm, Antenna_Angle: 210.11°, Roll: -0.28°, Pitch: -0.93°, Yaw: 268.34°, Packets_Sent: 1780, Status: OK
[2025-01-01 03:34:00] Temperature: 32.5°C, Voltage: 3.59V, Current: 0.88A, Signal_Strength: -61dBm, Antenna_Angle: 241.20°, Roll: -0.89°, Pitch: 0.29°, Yaw: 229.31°, Packets_Sent: 1396, Status: OK
[2025-01-01 03:35:00] Temperature: 33.7°C, Voltage: 3.78V, Current: 0.79A, Signal_Strength: -50dBm, Antenna_Angle: 33.16°, Roll: 1.99°, Pitch: 1.93°, Yaw: 145.54°, Packets_Sent: 1263, Status: OK
[2025-01-01 03:36:00] Temperature: 31.9°C, Voltage: 3.48V, Current: 0.94A, Signal_Strength: -48dBm, Antenna_Angle: 345.75°, Roll: 1.15°, Pitch: 1.49°, Yaw: 183.92°, Packets_Sent: 1657, Status: OK
[2025-01-01 03:37:00] Temperature: 27.5°C, Voltage: 3.57V, Current: 0.69A, Signal_Strength: -52dBm, Antenna_Angle: 133.01°, Roll: -0.38°, Pitch: 0.33°, Yaw: 133.51°, Packets_Sent: 1410, Status: OK
[2025-01-01 03:38:00] Temperature: 28.2°C, Voltage: 3.85V, Current: 0.70A, Signal_Strength: -52dBm, Antenna_Angle: 156.34°, Roll: 0.67°, Pitch: -0.65°, Yaw: 202.02°, Packets_Sent: 1550, Status: OK
[2025-01-01 03:39:00] Temperature: 36.0°C, Voltage: 3.61V, Current: 1.24A, Signal_Strength: -49dBm, Antenna_Angle: 207.57°, Roll: 0.99°, Pitch: -1.38°, Yaw: 72.92°, Packets_Sent: 1594, Status: OK
