--- Cartosat-2C Logs ---
[2025-01-01 00:00:00] Temperature: 34.2°C, Voltage: 3.46V, Current: 0.70A, Signal_Strength: -68dBm, Antenna_Angle: 265.12°, Roll: 0.36°, Pitch: -1.87°, Yaw: 33.73°, Packets_Sent: 1078, Status: OK
[2025-01-01 01:50:00] Temperature: 34.3°C, Voltage: 3.46V, Current: 1.42A, Signal_Strength: -50dBm, Antenna_Angle: 96.28°, Roll: -0.91°, Pitch: 1.05°, Yaw: 331.74°, Packets_Sent: 1269, Status: OK
[2025-01-01 01:51:00] Temperature: 20.4°C, Voltage: 3.51V, Current: 1.12A, Signal_Strength: -73dBm, Antenna_Angle: 266.74°, Roll: -1.63°, Pitch: 0.12°, Yaw: 135.43°, Packets_Sent: 962, Status: OK
[2025-01-01 01:52:00] Temperature: 19.7°C, Voltage: 3.57V, Current: 0.76A, Signal_Strength: -47dBm, Antenna_Angle: 214.63°, Roll: -1.38°, Pitch: 1.02°, Yaw: 17.91°, Packets_Sent: 1007, Status: OK
[2025-01-01 01:53:00] Temperature: 28.3°C, Voltage: 3.62V, Current: 1.07A, Signal_Strength: -63dBm, Antenna_Angle: 77.60°, Roll: -1.54°, Pitch: -0.28°, Yaw: 101.97°, Packets_Sent: 1949, Status: OK
[2025-01-01 01:54:00] Temperature: 29.6°C, Voltage: 3.72V, Current: 0.45A, Signal_Strength: -63dBm, Antenna_Angle: 215.75°, Roll: -1.18°, Pitch: 1.78°, Yaw: 276.24°, Packets_Sent: 915, Status: OK
[2025-01-01 01:55:00] Temperature: 23.7°C, Voltage: 3.50V, Current: 0.95A, Signal_Strength: -62dBm, Antenna_Angle: 46.51°, Roll: 0.81°, Pitch: 0.00°, Yaw: 300.00°, Packets_Sent: 1990, Status: OK
[2025-01-01 01:56:00] Temperature: 17.2°C, Voltage: 3.79V, Current: 0.45A, Signal_Strength: -74dBm, Antenna_Angle: 331.61°, Roll: 0.30°, Pitch: 0.29°, Yaw: 255.41°, Packets_Sent: 1541, Status: OK
[2025-01-01 01:57:00] Temperature: 18.5°C, Voltage: 3.46V, Current: 0.76A, Signal_Strength: -51dBm, Antenna_Angle: 222.52°, Roll: -1.65°, Pitch: 1.38°, Yaw: 87.59°, Packets_Sent: 1641, Status: OK
[2025-01-01 01:58:00] Temperature: 30.7°C, Voltage: 3.61V, Current: 0.74A, Signal_Strength: -65dBm, Antenna_Angle: 119.90°, Roll: -1.69°, Pitch: 0.53°, Yaw: 191.01°, Packets_Sent: 1244, Status: OK
[2025-01-01 01:59:00] Temperature: 38.3°C, Voltage: 3.59V, Current: 1.45A, Signal_Strength: -56dBm, Antenna_Angle: 53.17°, Roll: -1.41°, Pitch: -1.21°, Yaw: 216.86°, Packets_Sent: 1110, Status: OK
[2025-01-01 02:00:00] Temperature: 34.7°C, Voltage: 3.52V, Current: 1.25A, Signal_Strength: -60dBm, Antenna_Angle: 271.59°, Roll: 0.72°, Pitch: 1.53°, Yaw: 231.47°, Packets_Sent: 1819, Status: OK
[2025-01-01 02:01:00] Temperature: 24.7°C, Voltage: 3.84V, Current: 0.75A, Signal_Strength: -62dBm, Antenna_Angle: 168.81°, Roll: 1.19°, Pitch: 0.37°, Yaw: 126.70°, Packets_Sent: 1520, Status: OK
[2025-01-01 02:02:00] Temperature: 28.9°C, Voltage: 3.47V, Current: 0.81A, Signal_Strength: -66dBm, Antenna_Angle: 232.07°, Roll: 0.46°, Pitch: 0.03°, Yaw: 166.57°, Packets_Sent: 1084, Status: OK
[2025-01-01 02:03:00] Temperature: 38.8°C, Voltage: 3.81V, Current: 0.89A, Signal_Strength: -51dBm, Antenna_Angle: 234.65°, Roll: 0.42°, Pitch: 0.01°, Yaw: 344.77°, Packets_Sent: 1558, Status: OK
[2025-01-01 02:04:00] Temperature: 39.3°C, Voltage: 3.78V, Current: 1.48A, Signal_Strength: -72dBm, Antenna_Angle: 232.60°, Roll: -1.01°, Pitch: -0.25°, Yaw: 158.19°, Packets_Sent: 980, Status: OK
[2025-01-01 02:05:00] Temperature: 19.8°C, Voltage: 3.60V, Current: 0.71A, Signal_Strength: -63dBm, Antenna_Angle: 121.81°, Roll: 1.16°, Pitch: 0.59°, Yaw: 23.73°, Packets_Sent: 1007, Status: OK
[2025-01-01 02:06:00] Temperature: 35.4°C, Voltage: 3.56V, Current: 1.20A, Signal_Strength: -55dBm, Antenna_Angle: 326.27°, Roll: -0.67°, Pitch: 0.33°, Yaw: 50.91°, Packets_Sent: 1207, Status: OK
[2025-01-01 02:07:00] Temperature: 44.0°C, Voltage: 3.73V, Current: 0.83A, Signal_Strength: -57dBm, Antenna_Angle: 337.67°, Roll: 0.24°, Pitch: 0.57°, Yaw: 118.25°, Packets_Sent: 1534, Status: OK
[2025-01-01 02:08:00] Temperature: 36.1°C, Voltage: 3.83V, Current: 1.50A, Signal_Strength: -48dBm, Antenna_Angle: 33.64°, Roll: 0.03°, Pitch: -1.93°, Yaw: 111.19°, Packets_Sent: 1767, Status: OK
[2025-01-01 02:09:00] Temperature: 25.3°C, Voltage: 3.76V, Current: 0.61A, Signal_Strength: -45dBm, Antenna_Angle: 55.78°, Roll: 1.38°, Pitch: -1.60°, Yaw: 277.51°, Packets_Sent: 1505, Status: OK
[2025-01-01 02:10:00] Temperature: 41.5°C, Voltage: 3.47V, Current: 0.77A, Signal_Strength: -52dBm, Antenna_Angle: 47.18°, Roll: -1.38°, Pitch: -1.28°, Yaw: 249.42°, Packets_Sent: 1671, Status: OK
[2025-01-01 02:11:00] Temperature: 42.1°C, Voltage: 3.74V, Current: 0.45A, Signal_Strength: -64dBm, Antenna_Angle: 259.04°, Roll: 0.44°, Pitch: 1.01°, Yaw: 282.16°, Packets_Sent: 1809, Status: OK
[2025-01-01 02:12:00] Temperature: 22.2°C, Voltage: 3.84V, Current: 1.26A, Signal_Strength: -48dBm, Antenna_Angle: 69.84°, Roll: -0.15°, Pitch: -0.87°, Yaw: 137.47°, Packets_Sent: 1802, Status: OK
[2025-01-01 02:13:00] Temperature: 44.0°C, Voltage: 3.78V, Current: 1.28A, Signal_Strength: -71dBm, Antenna_Angle: 90.00°, Roll: 1.50°, Pitch: 0.22°, Yaw: 36.93°, Packets_Sent: 1884, Status: OK
[2025-01-01 02:14:00] Temperature: 40.5°C, Voltage: 3.56V, Current: 1.24A, Signal_Strength: -67dBm, Antenna_Angle: 325.90°, Roll: 1.32°, Pitch: -1.63°, Yaw: 327.77°, Packets_Sent: 1201, Status: OK
[2025-01-01 02:15:00] Temperature: 41.5°C, Voltage: 3.82V, Current: 0.86A, Signal_Strength: -63dBm, Antenna_Angle: 134.62°, Roll: 1.98°, Pitch: -0.50°, Yaw: 10.15°, Packets_Sent: 1690, Status: OK
[2025-01-01 02:16:00] Temperature: 40.2°C, Voltage: 3.71V, Current: 1.27A, Signal_Strength: -71dBm, Antenna_Angle: 103.27°, Roll: 0.78°, Pitch: -1.44°, Yaw: 253.99°, Packets_Sent: 1867, Status: OK
[2025-01-01 02:17:00] Temperature: 15.2°C, Voltage: 3.48V, Current: 0.68A, Signal_Strength: -50dBm, Antenna_Angle: 197.56°, Roll: -0.31°, Pitch: 1.10°, Yaw: 85.55°, Packets_Sent: 1980, Status: OK
[2025-01-01 02:18:00] Temperature: 22.2°C, Voltage: 3.71V, Current: 1.09A, Signal_Strength: -73dBm, Antenna_Angle: 301.20°, Roll: 0.39°, Pitch: -1.93°, Yaw: 185.53°, Packets_Sent: 1923, Status: OK
[2025-01-01 02:19:00] Temperature: 19.3°C, Voltage: 3.62V, Current: 1.08A, Signal_Strength: -68dBm, Antenna_Angle: 149.96°, Roll: 0.09°, Pitch: -0.56°, Yaw: 343.22°, Packets_Sent: 1075, Status: OK
[2025-01-01 02:20:00] Temperature: 38.6°C, Voltage: 3.65V, Current: 0.42A, Signal_Strength: -49dBm, Antenna_Angle: 15.67°, Roll: 1.92°, Pitch: -0.99°, Yaw: 5.85°, Packets_Sent: 1692, Status: OK
[2025-01-01 02:21:00] Temperature: 25.3°C, Voltage: 3.74V, Current: 1.09A, Signal_Strength: -52dBm, Antenna_Angle: 264.66°, Roll: -1.47°, Pitch: -0.59°, Yaw: 121.87°, Packets_Sent: 1580, Status: OK
[2025-01-01 02:22:00] Temperature: 39.9°C, Voltage: 3.72V, Current: 1.48A, Signal_Strength: -61dBm, Antenna_Angle: 65.62°, Roll: -1.75°, Pitch: 1.10°, Yaw: 164.76°, Packets_Sent: 1176, Status: OK
[2025-01-01 02:23:00] Temperature: 16.3°C, Voltage: 3.53V, Current: 0.45A, Signal_Strength: -47dBm, Antenna_Angle: 185.53°, Roll: -0.99°, Pitch: 1.01°, Yaw: 68.80°, Packets_Sent: 1869, Status: OK
[2025-01-01 02:24:00] Temperature: 38.4°C, Voltage: 3.80V, Current: 0.77A, Signal_Strength: -71dBm, Antenna_Angle: 132.48°, Roll: 0.97°, Pitch: 1.58°, Yaw: 139.19°, Packets_Sent: 1719, Status: OK
[2025-01-01 02:25:00] Temperature: 29.9°C, Voltage: 3.65V, Current: 1.42A, Signal_Strength: -59dBm, Antenna_Angle: 288.41°, Roll: -1.68°, Pitch: 0.41°, Yaw: 296.03°, Packets_Sent: 1769, Status: OK
[2025-01-01 02:26:00] Temperature: 24.6°C, Voltage: 3.48V, Current: 1.13A, Signal_Strength: -66dBm, Antenna_Angle: 216.94°, Roll: -1.33°, Pitch: -0.22°, Yaw: 160.96°, Packets_Sent: 1772, Status: OK
[2025-01-01 02:27:00] Temperature: 42.3°C, Voltage: 3.70V, Current: 0.88A, Signal_Strength: -56dBm, Antenna_Angle: 284.92°, Roll: -1.70°, Pitch: 0.55°, Yaw: 130.79°, Packets_Sent: 1017, Status: OK
[2025-01-01 02:28:00] Temperature: 35.4°C, Voltage: 3.83V, Current: 0.56A, Signal_Strength: -57dBm, Antenna_Angle: 281.26°, Roll: -1.50°, Pitch: -1.06°, Yaw: 232.25°, Packets_Sent: 971, Status: OK
[2025-01-01 02:29:00] Temperature: 43.5°C, Voltage: 3.46V, Current: 0.57A, Signal_Strength: -62dBm, Antenna_Angle: 133.54°, Roll: 1.05°, Pitch: 0.30°, Yaw: 190.60°, Packets_Sent: 1809, Status: OK
[2025-01-01 02:30:00] Temperature: 34.5°C, Voltage: 3.55V, Current: 0.52A, Signal_Strength: -53dBm, Antenna_Angle: 179.65°, Roll: 1.65°, Pitch: -1.53°, Yaw: 278.98°, Packets_Sent: 1692, Status: OK
[2025-01-01 02:31:00] Temperature: 21.4°C, Voltage: 3.69V, Current: 1.16A, Signal_Strength: -45dBm, Antenna_Angle: 72.06°, Roll: 1.41°, Pitch: -0.19°, Yaw: 323.52°, Packets_Sent: 1177, Status: OK
[2025-01-01 02:32:00] Temperature: 17.6°C, Voltage: 3.72V, Current: 1.33A, Signal_Strength: -65dBm, Antenna_Angle: 125.07°, Roll: 0.20°, Pitch: -0.84°, Yaw: 107.98°, Packets_Sent: 1032, Status: OK
[2025-01-01 02:33:00] Temperature: 36.3°C, Voltage: 3.73V, Current: 0.59A, Signal_Strength: -64dBm, Antenna_Angle: 80.72°, Roll: 1.17°, Pitch: -1.05°, Yaw: 177.84°, Packets_Sent: 1311, Status: OK
[2025-01-01 02:34:00] Temperature: 32.2°C, Voltage: 3.64V, Current: 1.48A, Signal_Strength: -71dBm, Antenna_Angle: 318.32°, Roll: -0.76°, Pitch: 2.00°, Yaw: 258.79°, Packets_Sent: 1034, Status: OK
[2025-01-01 02:35:00] Temperature: 38.1°C, Voltage: 3.78V, Current: 0.48A, Signal_Strength: -46dBm, Antenna_Angle: 231.24°, Roll: -0.14°, Pitch: 0.07°, Yaw: 46.20°, Packets_Sent: 1821, Status: OK
[2025-01-01 02:36:00] Temperature: 31.5°C, Voltage: 3.69V, Current: 1.24A, Signal_Strength: -71dBm, Antenna_Angle: 181.03°, Roll: 1.33°, Pitch: 0.07°, Yaw: 109.48°, Packets_Sent: 1013, Status: OK
[2025-01-01 02:37:00] Temperature: 43.0°C, Voltage: 3.54V, Current: 1.44A, Signal_Strength: -59dBm, Antenna_Angle: 102.25°, Roll: -1.00°, Pitch: 0.54°, Yaw: 198.30°, Packets_Sent: 1061, Status: OK
[2025-01-01 02:38:00] Temperature: 24.1°C, Voltage: 3.66V, Current: 0.95A, Signal_Strength: -70dBm, Antenna_Angle: 338.97°, Roll: -1.32°, Pitch: 0.50°, Yaw: 324.71°, Packets_Sent: 1215, Status: OK
[2025-01-01 02:39:00] Temperature: 42.7°C, Voltage: 3.47V, Current: 1.35A, Signal_Strength: -73dBm, Antenna_Angle: 341.47°, Roll: 0.60°, Pitch: 1.07°, Yaw: 149.97°, Packets_Sent: 1442, Status: OK
[2025-01-01 02:40:00] Temperature: 29.9°C, Voltage: 3.70V, Current: 0.72A, Signal_Strength: -46dBm, Antenna_Angle: 173.86°, Roll: -0.81°, Pitch: -1.71°, Yaw: 21.57°, Packets_Sent: 1731, Status: OK
[2025-01-01 02:41:00] Temperature: 29.5°C, Voltage: 3.53V, Current: 1.07A, Signal_Strength: -66dBm, Antenna_Angle: 258.60°, Roll: 1.90°, Pitch: -1.48°, Yaw: 133.39°, Packets_Sent: 1607, Status: OK
[2025-01-01 02:42:00] Temperature: 24.6°C, Voltage: 3.64V, Current: 0.69A, Signal_Strength: -68dBm, Antenna_Angle: 34.85°, Roll: 1.78°, Pitch: 1.46°, Yaw: 150.52°, Packets_Sent: 1494, Status: OK
[2025-01-01 02:43:00] Temperature: 42.1°C, Voltage: 3.78V, Current: 1.43A, Signal_Strength: -53dBm, Antenna_Angle: 68.34°, Roll: -0.01°, Pitch: 0.06°, Yaw: 179.55°, Packets_Sent: 1226, Status: OK
[2025-01-01 02:44:00] Temperature: 15.7°C, Voltage: 3.83V, Current: 0.96A, Signal_Strength: -46dBm, Antenna_Angle: 77.45°, Roll: -1.81°, Pitch: -0.87°, Yaw: 215.10°, Packets_Sent: 1622, Status: OK
[2025-01-01 02:45:00] Temperature: 35.2°C, Voltage: 3.56V, Current: 0.41A, Signal_Strength: -72dBm, Antenna_Angle: 48.22°, Roll: 0.91°, Pitch: 1.06°, Yaw: 131.73°, Packets_Sent: 1441, Status: OK
[2025-01-01 02:46:00] Temperature: 32.1°C, Voltage: 3.53V, Current: 1.01A, Signal_Strength: -73dBm, Antenna_Angle: 181.53°, Roll: 1.30°, Pitch: 0.49°, Yaw: 219.97°, Packets_Sent: 1472, Status: OK
[2025-01-01 02:47:00] Temperature: 17.9°C, Voltage: 3.09V, Current: 1.49A, Signal_Strength: -58dBm, Antenna_Angle: 131.61°, Roll: -1.20°, Pitch: 0.04°, Yaw: 180.02°, Packets_Sent: 1195, Status: Warning
[2025-01-01 02:48:00] Temperature: 39.1°C, Voltage: 3.66V, Current: 0.56A, Signal_Strength: -48dBm, Antenna_Angle: 50.32°, Roll: -1.35°, Pitch: 1.96°, Yaw: 266.15°, Packets_Sent: 1552, Status: OK
[2025-01-01 02:49:00] Temperature: 25.1°C, Voltage: 3.78V, Current: 0.99A, Signal_Strength: -54dBm, Antenna_Angle: 107.92°, Roll: -0.53°, Pitch: 0.70°, Yaw: 352.75°, Packets_Sent: 934, Status: OK
[2025-01-01 02:50:00] Temperature: 38.9°C, Voltage: 3.74V, Current: 1.16A, Signal_Strength: -74dBm, Antenna_Angle: 170.85°, Roll: 0.89°, Pitch: 0.33°, Yaw: 61.38°, Packets_Sent: 1366, Status: OK
[2025-01-01 02:51:00] Temperature: 33.6°C, Voltage: 3.79V, Current: 0.56A, Signal_Strength: -55dBm, Antenna_Angle: 11.37°, Roll: -1.24°, Pitch: -0.24°, Yaw: 150.76°, Packets_Sent: 1125, Status: OK
[2025-01-01 02:52:00] Temperature: 21.1°C, Voltage: 3.65V, Current: 1.07A, Signal_Strength: -61dBm, Antenna_Angle: 305.41°, Roll: 0.82°, Pitch: 0.07°, Yaw: 201.91°, Packets_Sent: 1027, Status: OK
[2025-01-01 02:53:00] Temperature: 29.4°C, Voltage: 3.60V, Current: 1.45A, Signal_Strength: -61dBm, Antenna_Angle: 191.92°, Roll: 0.70°, Pitch: 1.47°, Yaw: 245.06°, Packets_Sent: 1625, Status: OK
[2025-01-01 02:54:00] Temperature: 22.9°C, Voltage: 3.64V, Current: 1.45A, Signal_Strength: -67dBm, Antenna_Angle: 107.46°, Roll: 1.08°, Pitch: 0.82°, Yaw: 248.48°, Packets_Sent: 1509, Status: OK
[2025-01-01 02:55:00] Temperature: 29.4°C, Voltage: 3.67V, Current: 1.43A, Signal_Strength: -53dBm, Antenna_Angle: 103.60°, Roll: 1.58°, Pitch: -0.42°, Yaw: 124.25°, Packets_Sent: 1677, Status: OK
[2025-01-01 02:56:00] Temperature: 19.4°C, Voltage: 3.47V, Current: 1.45A, Signal_Strength: -73dBm, Antenna_Angle: 332.63°, Roll: 0.99°, Pitch: -1.14°, Yaw: 298.05°, Packets_Sent: 1425, Status: OK
[2025-01-01 02:57:00] Temperature: 81.6°C, Voltage: 2.88V, Current: 0.52A, Signal_Strength: -100dBm, Antenna_Angle: 86.14°, Roll: 0.68°, Pitch: 0.12°, Yaw: 229.65°, Packets_Sent: 1003, Status: Critical
[2025-01-01 02:58:00] Temperature: 19.1°C, Voltage: 3.84V, Current: 1.48A, Signal_Strength: -70dBm, Antenna_Angle: 235.03°, Roll: -0.09°, Pitch: -1.20°, Yaw: 347.00°, Packets_Sent: 1874, Status: OK
[2025-01-01 02:59:00] Temperature: 34.4°C, Voltage: 3.81V, Current: 0.50A, Signal_Strength: -58dBm, Antenna_Angle: 192.65°, Roll: 1.65°, Pitch: -1.30°, Yaw: 317.60°, Packets_Sent: 976, Status: OK
[2025-01-01 03:00:00] Temperature: 42.6°C, Voltage: 3.85V, Current: 0.84A, Signal_Strength: -60dBm, Antenna_Angle: 337.17°, Roll: 1.51°, Pitch: -1.96°, Yaw: 204.46°, Packets_Sent: 1492, Status: OK
[2025-01-01 03:01:00] Temperature: 44.5°C, Voltage: 3.56V, Current: 1.49A, Signal_Strength: -59dBm, Antenna_Angle: 177.80°, Roll: 1.40°, Pitch: -0.13°, Yaw: 69.41°, Packets_Sent: 1174, Status: OK
[2025-01-01 03:02:00] Temperature: 19.9°C, Voltage: 3.63V, Current: 0.68A, Signal_Strength: -69dBm, Antenna_Angle: 265.18°, Roll: 0.27°, Pitch: 1.03°, Yaw: 63.18°, Packets_Sent: 1504, Status: OK
[2025-01-01 03:03:00] Temperature: 79.7°C, Voltage: 3.05V, Current: 0.97A, Signal_Strength: -96dBm, Antenna_Angle: 240.93°, Roll: 1.93°, Pitch: -0.09°, Yaw: 336.89°, Packets_Sent: 1278, Status: Warning
[2025-01-01 03:04:00] Temperature: 24.1°C, Voltage: 3.74V, Current: 0.41A, Signal_Strength: -55dBm, Antenna_Angle: 249.39°, Roll: 0.67°, Pitch: -0.14°, Yaw: 57.50°, Packets_Sent: 1027, Status: OK
[2025-01-01 03:05:00] Temperature: 42.7°C, Voltage: 3.81V, Current: 1.25A, Signal_Strength: -54dBm, Antenna_Angle: 229.93°, Roll: -0.53°, Pitch: -1.12°, Yaw: 344.64°, Packets_Sent: 1504, Status: OK
[2025-01-01 03:06:00] Temperature: 28.6°C, Voltage: 3.85V, Current: 0.81A, Signal_Strength: -54dBm, Antenna_Angle: 328.60°, Roll: 1.21°, Pitch: 1.30°, Yaw: 274.26°, Packets_Sent: 2000, Status: OK
[2025-01-01 03:07:00] Temperature: 32.9°C, Voltage: 3.76V, Current: 0.98A, Signal_Strength: -59dBm, Antenna_Angle: 130.24°, Roll: -1.75°, Pitch: 0.19°, Yaw: 181.97°, Packets_Sent: 1129, Status: OK
[2025-01-01 03:08:00] Temperature: 19.5°C, Voltage: 3.58V, Current: 0.97A, Signal_Strength: -72dBm, Antenna_Angle: 73.94°, Roll: -1.64°, Pitch: 0.04°, Yaw: 291.12°, Packets_Sent: 1901, Status: OK
[2025-01-01 03:09:00] Temperature: 30.4°C, Voltage: 3.63V, Current: 0.46A, Signal_Strength: -61dBm, Antenna_Angle: 290.48°, Roll: -0.42°, Pitch: 1.27°, Yaw: 268.48°, Packets_Sent: 944, Status: OK
[2025-01-01 03:10:00] Temperature: 16.4°C, Voltage: 3.59V, Current: 0.47A, Signal_Strength: -45dBm, Antenna_Angle: 336.44°, Roll: 1.94°, Pitch: -0.11°, Yaw: 103.35°, Packets_Sent: 1041, Status: OK
[2025-01-01 03:11:00] Temperature: 19.1°C, Voltage: 3.71V, Current: 1.20A, Signal_Strength: -46dBm, Antenna_Angle: 134.80°, Roll: -0.21°, Pitch: 1.67°, Yaw: 135.89°, Packets_Sent: 1683, Status: OK
[2025-01-01 03:12:00] Temperature: 43.9°C, Voltage: 3.80V, Current: 0.55A, Signal_Strength: -49dBm, Antenna_Angle: 42.71°, Roll: -0.43°, Pitch: -1.49°, Yaw: 352.33°, Packets_Sent: 2000, Status: OK
[2025-01-01 03:13:00] Temperature: 37.7°C, Voltage: 3.84V, Current: 0.91A, Signal_Strength: -53dBm, Antenna_Angle: 152.68°, Roll: 1.29°, Pitch: -1.01°, Yaw: 124.61°, Packets_Sent: 1676, Status: OK
[2025-01-01 03:14:00] Temperature: 43.1°C, Voltage: 3.74V, Current: 0.52A, Signal_Strength: -51dBm, Antenna_Angle: 150.92°, Roll: -1.04°, Pitch: -1.73°, Yaw: 213.81°, Packets_Sent: 932, Status: OK
[2025-01-01 03:15:00] Temperature: 35.2°C, Voltage: 3.80V, Current: 0.67A, Signal_Strength: -74dBm, Antenna_Angle: 158.02°, Roll: 1.02°, Pitch: 1.10°, Yaw: 50.45°, Packets_Sent: 1344, Status: OK
[2025-01-01 03:16:00] Temperature: 22.0°C, Voltage: 3.82V, Current: 1.03A, Signal_Strength: -58dBm, Antenna_Angle: 278.11°, Roll: -1.05°, Pitch: 1.51°, Yaw: 354.84°, Packets_Sent: 1556, Status: OK
[2025-01-01 03:17:00] Temperature: 27.4°C, Voltage: 3.56V, Current: 1.01A, Signal_Strength: -57dBm, Antenna_Angle: 264.67°, Roll: 0.50°, Pitch: -0.29°, Yaw: 178.42°, Packets_Sent: 1258, Status: OK
[2025-01-01 03:18:00] Temperature: 43.2°C, Voltage: 3.72V, Current: 1.26A, Signal_Strength: -65dBm, Antenna_Angle: 149.87°, Roll: -0.80°, Pitch: -1.26°, Yaw: 193.65°, Packets_Sent: 1205, Status: OK
[2025-01-01 03:19:00] Temperature: 21.8°C, Voltage: 3.79V, Current: 0.56A, Signal_Strength: -61dBm, Antenna_Angle: 20.74°, Roll: 1.87°, Pitch: 0.23°, Yaw: 48.27°, Packets_Sent: 1745, Status: OK
[2025-01-01 03:20:00] Temperature: 75.4°C, Voltage: 3.71V, Current: 1.41A, Signal_Strength: -50dBm, Antenna_Angle: 33.29°, Roll: -1.79°, Pitch: -0.49°, Yaw: 217.78°, Packets_Sent: 1290, Status: Warning
[2025-01-01 03:21:00] Temperature: 37.9°C, Voltage: 3.74V, Current: 1.01A, Signal_Strength: -61dBm, Antenna_Angle: 313.00°, Roll: -0.79°, Pitch: 1.64°, Yaw: 76.25°, Packets_Sent: 1581, Status: OK
[2025-01-01 03:22:00] Temperature: 37.2°C, Voltage: 3.75V, Current: 1.23A, Signal_Strength: -48dBm, Antenna_Angle: 250.42°, Roll: -0.41°, Pitch: -1.04°, Yaw: 115.78°, Packets_Sent: 1318, Status: OK
[2025-01-01 03:23:00] Temperature: 29.0°C, Voltage: 3.71V, Current: 0.74A, Signal_Strength: -64dBm, Antenna_Angle: 317.80°, Roll: -1.61°, Pitch: 1.93°, Yaw: 169.01°, Packets_Sent: 1854, Status: OK
[2025-01-01 03:24:00] Temperature: 42.4°C, Voltage: 3.60V, Current: 0.86A, Signal_Strength: -58dBm, Antenna_Angle: 79.66°, Roll: -1.94°, Pitch: 0.21°, Yaw: 210.25°, Packets_Sent: 1198, Status: OK
[2025-01-01 03:25:00] Temperature: 23.9°C, Voltage: 3.53V, Current: 0.65A, Signal_Strength: -58dBm, Antenna_Angle: 88.46°, Roll: -0.97°, Pitch: 1.29°, Yaw: 347.93°, Packets_Sent: 1591, Status: OK
[2025-01-01 03:26:00] Temperature: 29.7°C, Voltage: 3.52V, Current: 1.27A, Signal_Strength: -70dBm, Antenna_Angle: 259.31°, Roll: -1.26°, Pitch: 1.56°, Yaw: 356.51°, Packets_Sent: 1900, Status: OK
[2025-01-01 03:27:00] Temperature: 30.7°C, Voltage: 3.79V, Current: 0.48A, Signal_Strength: -50dBm, Antenna_Angle: 17.46°, Roll: -0.35°, Pitch: 1.37°, Yaw: 83.31°, Packets_Sent: 913, Status: OK
[2025-01-01 03:28:00] Temperature: 15.3°C, Voltage: 3.65V, Current: 0.81A, Signal_Strength: -56dBm, Antenna_Angle: 240.03°, Roll: 0.64°, Pitch: -1.94°, Yaw: 191.59°, Packets_Sent: 1889, Status: OK
[2025-01-01 03:29:00] Temperature: 15.5°C, Voltage: 3.74V, Current: 0.99A, Signal_Strength: -66dBm, Antenna_Angle: 180.79°, Roll: 1.22°, Pitch: 1.64°, Yaw: 38.52°, Packets_Sent: 1781, Status: OK
[2025-01-01 03:30:00] Temperature: 19.5°C, Voltage: 3.53V, Current: 0.98A, Signal_Strength: -51dBm, Antenna_Angle: 96.23°, Roll: -1.68°, Pitch: 1.84°, Yaw: 165.23°, Packets_Sent: 1712, Status: OK
[2025-01-01 03:31:00] Temperature: 84.7°C, Voltage: 3.57V, Current: 1.31A, Signal_Strength: -73dBm, Antenna_Angle: 356.99°, Roll: -1.63°, Pitch: -0.48°, Yaw: 198.97°, Packets_Sent: 964, Status: Critical
[2025-01-01 03:32:00] Temperature: 17.5°C, Voltage: 3.79V, Current: 1.11A, Signal_Strength: -65dBm, Antenna_Angle: 351.83°, Roll: 1.58°, Pitch: 1.68°, Yaw: 82.71°, Packets_Sent: 1095, Status: OK
[2025-01-01 03:33:00] Temperature: 35.8°C, Voltage: 3.68V, Current: 0.70A, Signal_Strength: -47dBm, Antenna_Angle: 246.39°, Roll: 1.60°, Pitch: 0.25°, Yaw: 11.84°, Packets_Sent: 1474, Status: OK
[2025-01-01 03:34:00] Temperature: 24.4°C, Voltage: 3.83V, Current: 1.05A, Signal_Strength: -52dBm, Antenna_Angle: 256.57°, Roll: 1.72°, Pitch: -0.80°, Yaw: 203.02°, Packets_Sent: 1715, Status: OK
[2025-01-01 03:35:00] Temperature: 40.5°C, Voltage: 3.72V, Current: 0.99A, Signal_Strength: -63dBm, Antenna_Angle: 266.30°, Roll: 0.00°, Pitch: 1.90°, Yaw: 19.33°, Packets_Sent: 1060, Status: OK
[2025-01-01 03:36:00] Temperature: 40.2°C, Voltage: 3.59V, Current: 1.25A, Signal_Strength: -46dBm, Antenna_Angle: 142.81°, Roll: -1.88°, Pitch: -0.91°, Yaw: 357.32°, Packets_Sent: 1568, Status: OK
[2025-01-01 03:37:00] Temperature: 25.7°C, Voltage: 3.83V, Current: 0.88A, Signal_Strength: -55dBm, Antenna_Angle: 237.84°, Roll: 1.09°, Pitch: -0.82°, Yaw: 88.72°, Packets_Sent: 1075, Status: OK
[2025-01-01 03:38:00] Temperature: 23.0°C, Voltage: 3.60V, Current: 1.26A, Signal_Strength: -70dBm, Antenna_Angle: 140.26°, Roll: -1.57°, Pitch: -1.98°, Yaw: 110.97°, Packets_Sent: 1638, Status: OK
[2025-01-01 03:39:00] Temperature: 23.1°C, Voltage: 3.50V, Current: 0.61A, Signal_Strength: -62dBm, Antenna_Angle: 199.70°, Roll: -1.59°, Pitch: -1.64°, Yaw: 199.51°, Packets_Sent: 1735, Status: OK
