--- EMISAT Logs ---
[2025-01-01 00:00:00] Temperature: 25.1°C, Voltage: 3.59V, Current: 0.80A, Signal_Strength: -45dBm, Antenna_Angle: 198.89°, Roll: 0.29°, Pitch: -0.97°, Yaw: 26.37°, Packets_Sent: 1662, Status: OK
[2025-01-01 01:50:00] Temperature: 15.2°C, Voltage: 3.55V, Current: 0.60A, Signal_Strength: -75dBm, Antenna_Angle: 193.67°, Roll: -0.30°, Pitch: 0.61°, Yaw: 259.64°, Packets_Sent: 1556, Status: OK
[2025-01-01 01:51:00] Temperature: 32.4°C, Voltage: 3.78V, Current: 0.85A, Signal_Strength: -52dBm, Antenna_Angle: 352.14°, Roll: 1.15°, Pitch: 1.28°, Yaw: 23.35°, Packets_Sent: 1684, Status: OK
[2025-01-01 01:52:00] Temperature: 30.4°C, Voltage: 3.80V, Current: 1.21A, Signal_Strength: -74dBm, Antenna_Angle: 218.28°, Roll: -0.26°, Pitch: -1.99°, Yaw: 233.76°, Packets_Sent: 1351, Status: OK
[2025-01-01 01:53:00] Temperature: 40.3°C, Voltage: 3.45V, Current: 1.01A, Signal_Strength: -55dBm, Antenna_Angle: 17.62°, Roll: 1.98°, Pitch: -0.00°, Yaw: 146.23°, Packets_Sent: 1302, Status: OK
[2025-01-01 01:54:00] Temperature: 15.7°C, Voltage: 3.82V, Current: 1.28A, Signal_Strength: -55dBm, Antenna_Angle: 188.59°, Roll: 1.29°, Pitch: 1.40°, Yaw: 282.55°, Packets_Sent: 1852, Status: OK
[2025-01-01 01:55:00] Temperature: 35.1°C, Voltage: 3.64V, Current: 1.17A, Signal_Strength: -60dBm, Antenna_Angle: 317.13°, Roll: -1.58°, Pitch: -0.66°, Yaw: 233.09°, Packets_Sent: 1105, Status: OK
[2025-01-01 01:56:00] Temperature: 33.0°C, Voltage: 3.61V, Current: 0.88A, Signal_Strength: -46dBm, Antenna_Angle: 161.85°, Roll: 1.85°, Pitch: -0.55°, Yaw: 250.32°, Packets_Sent: 1551, Status: OK
[2025-01-01 01:57:00] Temperature: 18.4°C, Voltage: 3.69V, Current: 0.58A, Signal_Strength: -74dBm, Antenna_Angle: 311.51°, Roll: 1.88°, Pitch: -0.53°, Yaw: 86.45°, Packets_Sent: 1146, Status: OK
[2025-01-01 01:58:00] Temperature: 40.0°C, Voltage: 3.82V, Current: 1.13A, Signal_Strength: -51dBm, Antenna_Angle: 263.01°, Roll: -0.59°, Pitch: -1.81°, Yaw: 128.49°, Packets_Sent: 1257, Status: OK
[2025-01-01 01:59:00] Temperature: 37.4°C, Voltage: 3.80V, Current: 1.19A, Signal_Strength: -63dBm, Antenna_Angle: 170.23°, Roll: 0.17°, Pitch: 0.20°, Yaw: 263.09°, Packets_Sent: 1643, Status: OK
[2025-01-01 02:00:00] Temperature: 29.9°C, Voltage: 3.65V, Current: 1.44A, Signal_Strength: -67dBm, Antenna_Angle: 162.40°, Roll: -0.50°, Pitch: 1.94°, Yaw: 334.25°, Packets_Sent: 1388, Status: OK
[2025-01-01 02:01:00] Temperature: 83.0°C, Voltage: 3.71V, Current: 0.74A, Signal_Strength: -59dBm, Antenna_Angle: 134.22°, Roll: 1.01°, Pitch: -1.29°, Yaw: 52.05°, Packets_Sent: 1861, Status: Critical
[2025-01-01 02:02:00] Temperature: 16.8°C, Voltage: 3.60V, Current: 0.68A, Signal_Strength: -56dBm, Antenna_Angle: 44.31°, Roll: 1.24°, Pitch: -1.55°, Yaw: 32.06°, Packets_Sent: 1681, Status: OK
[2025-01-01 02:03:00] Temperature: 85.6°C, Voltage: 2.91V, Current: 0.81A, Signal_Strength: -99dBm, Antenna_Angle: 76.64°, Roll: -1.02°, Pitch: 0.22°, Yaw: 200.45°, Packets_Sent: 1056, Status: Critical
[2025-01-01 02:04:00] Temperature: 38.5°C, Voltage: 3.60V, Current: 0.66A, Signal_Strength: -50dBm, Antenna_Angle: 64.06°, Roll: -1.79°, Pitch: 0.39°, Yaw: 99.63°, Packets_Sent: 1251, Status: OK
[2025-01-01 02:05:00] Temperature: 29.7°C, Voltage: 3.64V, Current: 0.54A, Signal_Strength: -69dBm, Antenna_Angle: 56.75°, Roll: -0.84°, Pitch: -0.53°, Yaw: 162.74°, Packets_Sent: 1303, Status: OK
[2025-01-01 02:06:00] Temperature: 20.0°C, Voltage: 3.50V, Current: 1.04A, Signal_Strength: -73dBm, Antenna_Angle: 232.12°, Roll: -0.27°, Pitch: 1.62°, Yaw: 2.91°, Packets_Sent: 1945, Status: OK
[2025-01-01 02:07:00] Temperature: 34.5°C, Voltage: 3.72V, Current: 1.29A, Signal_Strength: -62dBm, Antenna_Angle: 301.13°, Roll: -0.73°, Pitch: 1.86°, Yaw: 249.37°, Packets_Sent: 1013, Status: OK
[2025-01-01 02:08:00] Temperature: 29.5°C, Voltage: 3.79V, Current: 0.49A, Signal_Strength: -66dBm, Antenna_Angle: 26.70°, Roll: 0.68°, Pitch: -1.15°, Yaw: 230.66°, Packets_Sent: 1157, Status: OK
[2025-01-01 02:09:00] Temperature: 22.4°C, Voltage: 3.82V, Current: 0.48A, Signal_Strength: -54dBm, Antenna_Angle: 178.18°, Roll: 1.43°, Pitch: -1.44°, Yaw: 348.72°, Packets_Sent: 964, Status: OK
[2025-01-01 02:10:00] Temperature: 33.6°C, Voltage: 3.66V, Current: 1.21A, Signal_Strength: -69dBm, Antenna_Angle: 212.94°, Roll: -0.20°, Pitch: -0.59°, Yaw: 150.37°, Packets_Sent: 1664, Status: OK
[2025-01-01 02:11:00] Temperature: 22.7°C, Voltage: 3.53V, Current: 0.51A, Signal_Strength: -59dBm, Antenna_Angle: 320.36°, Roll: 1.91°, Pitch: 1.23°, Yaw: 193.35°, Packets_Sent: 1843, Status: OK
[2025-01-01 02:12:00] Temperature: 27.0°C, Voltage: 3.75V, Current: 0.65A, Signal_Strength: -103dBm, Antenna_Angle: 231.55°, Roll: -0.94°, Pitch: -1.58°, Yaw: 282.90°, Packets_Sent: 1458, Status: Critical
[2025-01-01 02:13:00] Temperature: 29.6°C, Voltage: 3.75V, Current: 0.92A, Signal_Strength: -56dBm, Antenna_Angle: 125.57°, Roll: -1.54°, Pitch: 1.83°, Yaw: 38.45°, Packets_Sent: 1207, Status: OK
[2025-01-01 02:14:00] Temperature: 17.1°C, Voltage: 3.67V, Current: 1.10A, Signal_Strength: -63dBm, Antenna_Angle: 321.71°, Roll: -1.14°, Pitch: -1.38°, Yaw: 305.10°, Packets_Sent: 1132, Status: OK
[2025-01-01 02:15:00] Temperature: 22.4°C, Voltage: 3.63V, Current: 1.45A, Signal_Strength: -69dBm, Antenna_Angle: 110.40°, Roll: 1.55°, Pitch: -1.69°, Yaw: 32.09°, Packets_Sent: 1929, Status: OK
[2025-01-01 02:16:00] Temperature: 16.1°C, Voltage: 3.53V, Current: 0.90A, Signal_Strength: -63dBm, Antenna_Angle: 231.48°, Roll: -0.85°, Pitch: 1.73°, Yaw: 247.35°, Packets_Sent: 1743, Status: OK
[2025-01-01 02:17:00] Temperature: 24.1°C, Voltage: 3.83V, Current: 1.40A, Signal_Strength: -66dBm, Antenna_Angle: 356.08°, Roll: 1.65°, Pitch: 1.85°, Yaw: 298.98°, Packets_Sent: 906, Status: OK
[2025-01-01 02:18:00] Temperature: 22.5°C, Voltage: 3.61V, Current: 1.18A, Signal_Strength: -70dBm, Antenna_Angle: 238.89°, Roll: -1.98°, Pitch: 1.35°, Yaw: 30.01°, Packets_Sent: 1482, Status: OK
[2025-01-01 02:19:00] Temperature: 35.0°C, Voltage: 3.54V, Current: 0.82A, Signal_Strength: -48dBm, Antenna_Angle: 330.59°, Roll: 1.33°, Pitch: -0.96°, Yaw: 246.66°, Packets_Sent: 1597, Status: OK
[2025-01-01 02:20:00] Temperature: 16.5°C, Voltage: 3.47V, Current: 1.27A, Signal_Strength: -47dBm, Antenna_Angle: 189.17°, Roll: -1.79°, Pitch: 0.31°, Yaw: 278.56°, Packets_Sent: 1057, Status: OK
[2025-01-01 02:21:00] Temperature: 20.7°C, Voltage: 3.50V, Current: 0.69A, Signal_Strength: -52dBm, Antenna_Angle: 30.75°, Roll: -2.00°, Pitch: -1.32°, Yaw: 104.78°, Packets_Sent: 1263, Status: OK
[2025-01-01 02:22:00] Temperature: 25.1°C, Voltage: 3.48V, Current: 0.97A, Signal_Strength: -48dBm, Antenna_Angle: 121.47°, Roll: 0.66°, Pitch: -1.66°, Yaw: 263.49°, Packets_Sent: 1418, Status: OK
[2025-01-01 02:23:00] Temperature: 23.1°C, Voltage: 3.53V, Current: 1.14A, Signal_Strength: -62dBm, Antenna_Angle: 129.47°, Roll: -1.44°, Pitch: -0.64°, Yaw: 338.53°, Packets_Sent: 925, Status: OK
[2025-01-01 02:24:00] Temperature: 17.0°C, Voltage: 3.81V, Current: 1.17A, Signal_Strength: -49dBm, Antenna_Angle: 198.69°, Roll: 0.59°, Pitch: -1.60°, Yaw: 134.35°, Packets_Sent: 1799, Status: OK
[2025-01-01 02:25:00] Temperature: 20.1°C, Voltage: 3.47V, Current: 0.76A, Signal_Strength: -53dBm, Antenna_Angle: 109.44°, Roll: -1.32°, Pitch: 1.26°, Yaw: 310.59°, Packets_Sent: 1265, Status: OK
[2025-01-01 02:26:00] Temperature: 18.1°C, Voltage: 3.56V, Current: 1.03A, Signal_Strength: -48dBm, Antenna_Angle: 97.32°, Roll: -0.84°, Pitch: -0.86°, Yaw: 270.38°, Packets_Sent: 1131, Status: OK
[2025-01-01 02:27:00] Temperature: 86.9°C, Voltage: 3.59V, Current: 1.17A, Signal_Strength: -48dBm, Antenna_Angle: 209.18°, Roll: -0.86°, Pitch: -1.33°, Yaw: 115.72°, Packets_Sent: 1147, Status: Critical
[2025-01-01 02:28:00] Temperature: 39.6°C, Voltage: 3.46V, Current: 0.90A, Signal_Strength: -48dBm, Antenna_Angle: 54.77°, Roll: 0.59°, Pitch: 0.81°, Yaw: 156.90°, Packets_Sent: 1936, Status: OK
[2025-01-01 02:29:00] Temperature: 30.4°C, Voltage: 3.66V, Current: 0.84A, Signal_Strength: -56dBm, Antenna_Angle: 195.75°, Roll: -0.15°, Pitch: 1.76°, Yaw: 215.94°, Packets_Sent: 1200, Status: OK
[2025-01-01 02:30:00] Temperature: 26.6°C, Voltage: 3.80V, Current: 0.76A, Signal_Strength: -57dBm, Antenna_Angle: 36.64°, Roll: -0.75°, Pitch: -0.91°, Yaw: 230.13°, Packets_Sent: 1752, Status: OK
[2025-01-01 02:31:00] Temperature: 42.3°C, Voltage: 3.58V, Current: 1.28A, Signal_Strength: -53dBm, Antenna_Angle: 201.50°, Roll: 1.57°, Pitch: -1.61°, Yaw: 22.19°, Packets_Sent: 952, Status: OK
[2025-01-01 02:32:00] Temperature: 19.1°C, Voltage: 3.49V, Current: 0.84A, Signal_Strength: -49dBm, Antenna_Angle: 276.29°, Roll: -0.84°, Pitch: 0.17°, Yaw: 336.26°, Packets_Sent: 1382, Status: OK
[2025-01-01 02:33:00] Temperature: 36.8°C, Voltage: 3.51V, Current: 1.20A, Signal_Strength: -53dBm, Antenna_Angle: 90.64°, Roll: 1.77°, Pitch: -0.09°, Yaw: 29.40°, Packets_Sent: 1256, Status: OK
[2025-01-01 02:34:00] Temperature: 84.5°C, Voltage: 2.62V, Current: 0.55A, Signal_Strength: -98dBm, Antenna_Angle: 300.60°, Roll: -1.36°, Pitch: 0.15°, Yaw: 158.76°, Packets_Sent: 1418, Status: Critical
[2025-01-01 02:35:00] Temperature: 33.6°C, Voltage: 3.74V, Current: 1.12A, Signal_Strength: -56dBm, Antenna_Angle: 237.99°, Roll: -0.03°, Pitch: 0.82°, Yaw: 323.91°, Packets_Sent: 1996, Status: OK
[2025-01-01 02:36:00] Temperature: 42.3°C, Voltage: 3.57V, Current: 1.47A, Signal_Strength: -54dBm, Antenna_Angle: 322.44°, Roll: -0.05°, Pitch: -1.46°, Yaw: 14.30°, Packets_Sent: 1922, Status: OK
[2025-01-01 02:37:00] Temperature: 20.4°C, Voltage: 3.57V, Current: 1.16A, Signal_Strength: -74dBm, Antenna_Angle: 299.71°, Roll: 1.53°, Pitch: -0.52°, Yaw: 26.29°, Packets_Sent: 973, Status: OK
[2025-01-01 02:38:00] Temperature: 39.4°C, Voltage: 3.75V, Current: 1.19A, Signal_Strength: -60dBm, Antenna_Angle: 330.19°, Roll: 1.19°, Pitch: 1.22°, Yaw: 49.52°, Packets_Sent: 1480, Status: OK
[2025-01-01 02:39:00] Temperature: 28.0°C, Voltage: 3.57V, Current: 0.47A, Signal_Strength: -53dBm, Antenna_Angle: 239.91°, Roll: 0.37°, Pitch: -1.17°, Yaw: 64.04°, Packets_Sent: 1989, Status: OK
[2025-01-01 02:40:00] Temperature: 28.0°C, Voltage: 3.74V, Current: 1.23A, Signal_Strength: -54dBm, Antenna_Angle: 209.13°, Roll: 0.80°, Pitch: -1.12°, Yaw: 236.72°, Packets_Sent: 1553, Status: OK
[2025-01-01 02:41:00] Temperature: 20.1°C, Voltage: 3.82V, Current: 1.03A, Signal_Strength: -48dBm, Antenna_Angle: 233.31°, Roll: 1.11°, Pitch: -0.16°, Yaw: 234.32°, Packets_Sent: 1240, Status: OK
[2025-01-01 02:42:00] Temperature: 29.3°C, Voltage: 3.84V, Current: 1.41A, Signal_Strength: -67dBm, Antenna_Angle: 234.25°, Roll: -0.59°, Pitch: 1.66°, Yaw: 278.37°, Packets_Sent: 1375, Status: OK
[2025-01-01 02:43:00] Temperature: 30.6°C, Voltage: 3.69V, Current: 1.04A, Signal_Strength: -73dBm, Antenna_Angle: 29.03°, Roll: 0.73°, Pitch: 0.37°, Yaw: 242.80°, Packets_Sent: 1773, Status: OK
[2025-01-01 02:44:00] Temperature: 24.6°C, Voltage: 3.57V, Current: 0.91A, Signal_Strength: -73dBm, Antenna_Angle: 2.46°, Roll: 1.93°, Pitch: 1.99°, Yaw: 1.19°, Packets_Sent: 1861, Status: OK
[2025-01-01 02:45:00] Temperature: 15.2°C, Voltage: 3.67V, Current: 1.41A, Signal_Strength: -48dBm, Antenna_Angle: 203.88°, Roll: -1.21°, Pitch: -0.61°, Yaw: 136.03°, Packets_Sent: 1718, Status: OK
[2025-01-01 02:46:00] Temperature: 43.7°C, Voltage: 3.50V, Current: 0.48A, Signal_Strength: -59dBm, Antenna_Angle: 4.13°, Roll: 1.65°, Pitch: -0.57°, Yaw: 219.91°, Packets_Sent: 1566, Status: OK
[2025-01-01 02:47:00] Temperature: 31.6°C, Voltage: 3.75V, Current: 0.71A, Signal_Strength: -70dBm, Antenna_Angle: 324.07°, Roll: -0.65°, Pitch: -1.22°, Yaw: 304.59°, Packets_Sent: 1581, Status: OK
[2025-01-01 02:48:00] Temperature: 16.0°C, Voltage: 3.58V, Current: 0.47A, Signal_Strength: -66dBm, Antenna_Angle: 209.45°, Roll: 0.64°, Pitch: -0.58°, Yaw: 331.45°, Packets_Sent: 1326, Status: OK
[2025-01-01 02:49:00] Temperature: 42.5°C, Voltage: 3.46V, Current: 0.85A, Signal_Strength: -66dBm, Antenna_Angle: 38.61°, Roll: 1.91°, Pitch: 1.23°, Yaw: 154.40°, Packets_Sent: 1371, Status: OK
[2025-01-01 02:50:00] Temperature: 25.7°C, Voltage: 3.69V, Current: 1.44A, Signal_Strength: -65dBm, Antenna_Angle: 10.96°, Roll: -0.04°, Pitch: -0.01°, Yaw: 331.76°, Packets_Sent: 1032, Status: OK
[2025-01-01 02:51:00] Temperature: 22.1°C, Voltage: 3.50V, Current: 1.35A, Signal_Strength: -60dBm, Antenna_Angle: 180.83°, Roll: 1.47°, Pitch: 1.83°, Yaw: 357.49°, Packets_Sent: 1854, Status: OK
[2025-01-01 02:52:00] Temperature: 43.7°C, Voltage: 3.72V, Current: 0.64A, Signal_Strength: -50dBm, Antenna_Angle: 40.33°, Roll: -1.68°, Pitch: -1.75°, Yaw: 285.27°, Packets_Sent: 1956, Status: OK
[2025-01-01 02:53:00] Temperature: 33.7°C, Voltage: 3.74V, Current: 1.23A, Signal_Strength: -64dBm, Antenna_Angle: 309.85°, Roll: 0.97°, Pitch: 1.41°, Yaw: 115.25°, Packets_Sent: 1807, Status: OK
[2025-01-01 02:54:00] Temperature: 39.6°C, Voltage: 3.48V, Current: 0.58A, Signal_Strength: -53dBm, Antenna_Angle: 341.27°, Roll: -1.02°, Pitch: 1.43°, Yaw: 320.80°, Packets_Sent: 1766, Status: OK
[2025-01-01 02:55:00] Temperature: 17.6°C, Voltage: 3.69V, Current: 1.45A, Signal_Strength: -68dBm, Antenna_Angle: 355.68°, Roll: 1.99°, Pitch: 0.02°, Yaw: 58.31°, Packets_Sent: 933, Status: OK
[2025-01-01 02:56:00] Temperature: 39.5°C, Voltage: 3.74V, Current: 0.77A, Signal_Strength: -46dBm, Antenna_Angle: 319.89°, Roll: -1.89°, Pitch: 1.26°, Yaw: 191.71°, Packets_Sent: 953, Status: OK
[2025-01-01 02:57:00] Temperature: 15.6°C, Voltage: 3.73V, Current: 0.73A, Signal_Strength: -46dBm, Antenna_Angle: 257.49°, Roll: 1.67°, Pitch: -1.48°, Yaw: 180.28°, Packets_Sent: 976, Status: OK
[2025-01-01 02:58:00] Temperature: 36.2°C, Voltage: 3.46V, Current: 0.50A, Signal_Strength: -74dBm, Antenna_Angle: 186.40°, Roll: -1.75°, Pitch: 0.54°, Yaw: 169.40°, Packets_Sent: 1765, Status: OK
[2025-01-01 02:59:00] Temperature: 38.8°C, Voltage: 3.53V, Current: 1.24A, Signal_Strength: -67dBm, Antenna_Angle: 218.36°, Roll: 1.45°, Pitch: 1.42°, Yaw: 75.46°, Packets_Sent: 1879, Status: OK
[2025-01-01 03:00:00] Temperature: 15.6°C, Voltage: 3.53V, Current: 0.74A, Signal_Strength: -60dBm, Antenna_Angle: 76.69°, Roll: -0.77°, Pitch: -1.48°, Yaw: 15.62°, Packets_Sent: 1319, Status: OK
[2025-01-01 03:01:00] Temperature: 41.1°C, Voltage: 3.77V, Current: 0.72A, Signal_Strength: -63dBm, Antenna_Angle: 23.63°, Roll: -1.56°, Pitch: -1.51°, Yaw: 121.04°, Packets_Sent: 1498, Status: OK
[2025-01-01 03:02:00] Temperature: 37.4°C, Voltage: 3.68V, Current: 0.55A, Signal_Strength: -53dBm, Antenna_Angle: 273.53°, Roll: 0.74°, Pitch: -1.49°, Yaw: 83.53°, Packets_Sent: 1200, Status: OK
[2025-01-01 03:03:00] Temperature: 27.7°C, Voltage: 3.79V, Current: 1.16A, Signal_Strength: -71dBm, Antenna_Angle: 30.63°, Roll: 1.18°, Pitch: -1.69°, Yaw: 188.18°, Packets_Sent: 1673, Status: OK
[2025-01-01 03:04:00] Temperature: 41.7°C, Voltage: 3.67V, Current: 1.04A, Signal_Strength: -60dBm, Antenna_Angle: 199.34°, Roll: -0.04°, Pitch: -0.10°, Yaw: 157.66°, Packets_Sent: 1829, Status: OK
[2025-01-01 03:05:00] Temperature: 16.9°C, Voltage: 3.65V, Current: 0.91A, Signal_Strength: -73dBm, Antenna_Angle: 284.33°, Roll: -1.66°, Pitch: 1.88°, Yaw: 80.35°, Packets_Sent: 1999, Status: OK
[2025-01-01 03:06:00] Temperature: 34.1°C, Voltage: 3.51V, Current: 0.71A, Signal_Strength: -61dBm, Antenna_Angle: 13.98°, Roll: -1.53°, Pitch: -0.99°, Yaw: 122.97°, Packets_Sent: 1639, Status: OK
[2025-01-01 03:07:00] Temperature: 90.6°C, Voltage: 3.04V, Current: 0.49A, Signal_Strength: -109dBm, Antenna_Angle: 164.24°, Roll: -0.88°, Pitch: 0.15°, Yaw: 323.57°, Packets_Sent: 1357, Status: Critical
[2025-01-01 03:08:00] Temperature: 33.8°C, Voltage: 3.77V, Current: 0.78A, Signal_Strength: -60dBm, Antenna_Angle: 114.84°, Roll: 0.48°, Pitch: 1.63°, Yaw: 38.17°, Packets_Sent: 1578, Status: OK
[2025-01-01 03:09:00] Temperature: 34.1°C, Voltage: 3.55V, Current: 0.83A, Signal_Strength: -71dBm, Antenna_Angle: 130.21°, Roll: 1.31°, Pitch: 0.40°, Yaw: 276.19°, Packets_Sent: 1471, Status: OK
[2025-01-01 03:10:00] Temperature: 28.4°C, Voltage: 3.72V, Current: 0.75A, Signal_Strength: -74dBm, Antenna_Angle: 147.80°, Roll: -0.74°, Pitch: -0.32°, Yaw: 164.19°, Packets_Sent: 1957, Status: OK
[2025-01-01 03:11:00] Temperature: 16.6°C, Voltage: 3.64V, Current: 1.10A, Signal_Strength: -52dBm, Antenna_Angle: 71.00°, Roll: -1.26°, Pitch: 0.75°, Yaw: 124.69°, Packets_Sent: 1471, Status: OK
[2025-01-01 03:12:00] Temperature: 25.4°C, Voltage: 3.58V, Current: 0.64A, Signal_Strength: -65dBm, Antenna_Angle: 101.67°, Roll: -0.20°, Pitch: 1.76°, Yaw: 185.81°, Packets_Sent: 973, Status: OK
[2025-01-01 03:13:00] Temperature: 27.4°C, Voltage: 3.64V, Current: 1.46A, Signal_Strength: -49dBm, Antenna_Angle: 193.69°, Roll: 0.58°, Pitch: 1.59°, Yaw: 48.75°, Packets_Sent: 1237, Status: OK
[2025-01-01 03:14:00] Temperature: 18.2°C, Voltage: 3.82V, Current: 1.21A, Signal_Strength: -61dBm, Antenna_Angle: 50.34°, Roll: 1.70°, Pitch: -1.91°, Yaw: 272.19°, Packets_Sent: 918, Status: OK
[2025-01-01 03:15:00] Temperature: 37.8°C, Voltage: 3.48V, Current: 0.54A, Signal_Strength: -70dBm, Antenna_Angle: 144.91°, Roll: -0.53°, Pitch: -0.03°, Yaw: 249.42°, Packets_Sent: 1808, Status: OK
[2025-01-01 03:16:00] Temperature: 23.4°C, Voltage: 3.83V, Current: 0.43A, Signal_Strength: -54dBm, Antenna_Angle: 111.82°, Roll: -0.36°, Pitch: -1.67°, Yaw: 150.63°, Packets_Sent: 1775, Status: OK
[2025-01-01 03:17:00] Temperature: 19.5°C, Voltage: 3.62V, Current: 1.25A, Signal_Strength: -66dBm, Antenna_Angle: 340.99°, Roll: -1.76°, Pitch: -0.96°, Yaw: 197.50°, Packets_Sent: 1919, Status: OK
[2025-01-01 03:18:00] Temperature: 18.4°C, Voltage: 3.46V, Current: 0.53A, Signal_Strength: -61dBm, Antenna_Angle: 280.28°, Roll: -1.03°, Pitch: -0.69°, Yaw: 279.55°, Packets_Sent: 1372, Status: OK
[2025-01-01 03:19:00] Temperature: 34.8°C, Voltage: 3.54V, Current: 1.23A, Signal_Strength: -61dBm, Antenna_Angle: 48.46°, Roll: 0.64°, Pitch: 1.09°, Yaw: 203.86°, Packets_Sent: 1670, Status: OK
[2025-01-01 03:20:00] Temperature: 29.5°C, Voltage: 3.81V, Current: 1.06A, Signal_Strength: -51dBm, Antenna_Angle: 21.54°, Roll: 0.56°, Pitch: -1.77°, Yaw: 287.31°, Packets_Sent: 1337, Status: OK
[2025-01-01 03:21:00] Temperature: 44.5°C, Voltage: 3.77V, Current: 0.89A, Signal_Strength: -57dBm, Antenna_Angle: 266.64°, Roll: -0.96°, Pitch: 1.37°, Yaw: 57.90°, Packets_Sent: 1192, Status: OK
[2025-01-01 03:22:00] Temperature: 23.5°C, Voltage: 3.66V, Current: 0.52A, Signal_Strength: -47dBm, Antenna_Angle: 68.99°, Roll: 0.05°, Pitch: 1.07°, Yaw: 103.83°, Packets_Sent: 1090, Status: OK
[2025-01-01 03:23:00] Temperature: 17.5°C, Voltage: 3.56V, Current: 0.79A, Signal_Strength: -64dBm, Antenna_Angle: 133.77°, Roll: 1.15°, Pitch: -1.34°, Yaw: 132.19°, Packets_Sent: 1944, Status: OK
[2025-01-01 03:24:00] Temperature: 39.5°C, Voltage: 3.47V, Current: 0.67A, Signal_Strength: -68dBm, Antenna_Angle: 273.21°, Roll: -1.21°, Pitch: 1.37°, Yaw: 127.47°, Packets_Sent: 1454, Status: OK
[2025-01-01 03:25:00] Temperature: 35.5°C, Voltage: 3.57V, Current: 1.47A, Signal_Strength: -51dBm, Antenna_Angle: 281.53°, Roll: -1.16°, Pitch: -1.45°, Yaw: 32.91°, Packets_Sent: 1577, Status: OK
[2025-01-01 03:26:00] Temperature: 19.6°C, Voltage: 3.50V, Current: 1.30A, Signal_Strength: -67dBm, Antenna_Angle: 229.31°, Roll: 0.37°, Pitch: 1.68°, Yaw: 9.73°, Packets_Sent: 1132, Status: OK
[2025-01-01 03:27:00] Temperature: 26.4°C, Voltage: 3.65V, Current: 0.67A, Signal_Strength: -63dBm, Antenna_Angle: 209.89°, Roll: 1.14°, Pitch: -0.56°, Yaw: 46.29°, Packets_Sent: 1008, Status: OK
[2025-01-01 03:28:00] Temperature: 35.2°C, Voltage: 3.56V, Current: 1.11A, Signal_Strength: -62dBm, Antenna_Angle: 333.87°, Roll: 0.99°, Pitch: -0.54°, Yaw: 72.06°, Packets_Sent: 1400, Status: OK
[2025-01-01 03:29:00] Temperature: 19.1°C, Voltage: 3.76V, Current: 0.53A, Signal_Strength: -50dBm, Antenna_Angle: 39.12°, Roll: 0.67°, Pitch: 0.48°, Yaw: 257.55°, Packets_Sent: 1540, Status: OK
[2025-01-01 03:30:00] Temperature: 37.0°C, Voltage: 3.62V, Current: 1.17A, Signal_Strength: -59dBm, Antenna_Angle: 306.36°, Roll: -0.74°, Pitch: -0.25°, Yaw: 278.62°, Packets_Sent: 1574, Status: OK
[2025-01-01 03:31:00] Temperature: 31.1°C, Voltage: 3.51V, Current: 0.98A, Signal_Strength: -53dBm, Antenna_Angle: 224.95°, Roll: 0.14°, Pitch: -0.92°, Yaw: 220.33°, Packets_Sent: 1022, Status: OK
[2025-01-01 03:32:00] Temperature: 34.7°C, Voltage: 3.84V, Current: 0.60A, Signal_Strength: -69dBm, Antenna_Angle: 70.15°, Roll: 0.37°, Pitch: 1.30°, Yaw: 184.02°, Packets_Sent: 1658, Status: OK
[2025-01-01 03:33:00] Temperature: 43.5°C, Voltage: 3.74V, Current: 1.09A, Signal_Strength: -49dBm, Antenna_Angle: 61.70°, Roll: -1.88°, Pitch: -1.89°, Yaw: 290.10°, Packets_Sent: 1960, Status: OK
[2025-01-01 03:34:00] Temperature: 41.2°C, Voltage: 3.74V, Current: 0.96A, Signal_Strength: -57dBm, Antenna_Angle: 317.70°, Roll: 1.23°, Pitch: -0.56°, Yaw: 283.80°, Packets_Sent: 1823, Status: OK
[2025-01-01 03:35:00] Temperature: 42.4°C, Voltage: 3.59V, Current: 0.71A, Signal_Strength: -54dBm, Antenna_Angle: 177.24°, Roll: -0.99°, Pitch: 1.11°, Yaw: 98.45°, Packets_Sent: 1888, Status: OK
[2025-01-01 03:36:00] Temperature: 38.8°C, Voltage: 3.55V, Current: 0.74A, Signal_Strength: -67dBm, Antenna_Angle: 19.03°, Roll: -1.97°, Pitch: 0.27°, Yaw: 314.56°, Packets_Sent: 1790, Status: OK
[2025-01-01 03:37:00] Temperature: 26.7°C, Voltage: 3.67V, Current: 0.54A, Signal_Strength: -53dBm, Antenna_Angle: 164.69°, Roll: 1.21°, Pitch: -0.01°, Yaw: 213.72°, Packets_Sent: 1647, Status: OK
[2025-01-01 03:38:00] Temperature: 39.5°C, Voltage: 3.67V, Current: 1.39A, Signal_Strength: -49dBm, Antenna_Angle: 235.15°, Roll: -1.92°, Pitch: -1.60°, Yaw: 43.66°, Packets_Sent: 1677, Status: OK
[2025-01-01 03:39:00] Temperature: 22.6°C, Voltage: 2.78V, Current: 1.35A, Signal_Strength: -67dBm, Antenna_Angle: 351.98°, Roll: 0.41°, Pitch: -1.83°, Yaw: 272.03°, Packets_Sent: 1305, Status: Critical
