--- RISAT-2BR1 Logs ---
[2025-01-01 00:00:00] Temperature: 34.5°C, Voltage: 3.60V, Current: 1.08A, Signal_Strength: -52dBm, Antenna_Angle: 343.65°, Roll: 0.12°, Pitch: 0.53°, Yaw: 178.76°, Packets_Sent: 962, Status: OK
[2025-01-01 01:50:00] Temperature: 25.2°C, Voltage: 3.74V, Current: 1.43A, Signal_Strength: -51dBm, Antenna_Angle: 72.60°, Roll: 0.03°, Pitch: -0.03°, Yaw: 324.74°, Packets_Sent: 1662, Status: OK
[2025-01-01 01:51:00] Temperature: 21.5°C, Voltage: 3.66V, Current: 1.11A, Signal_Strength: -62dBm, Antenna_Angle: 286.42°, Roll: -0.66°, Pitch: 1.91°, Yaw: 55.27°, Packets_Sent: 1431, Status: OK
[2025-01-01 01:52:00] Temperature: 29.6°C, Voltage: 3.56V, Current: 1.13A, Signal_Strength: -65dBm, Antenna_Angle: 253.32°, Roll: -1.97°, Pitch: -0.54°, Yaw: 260.04°, Packets_Sent: 1842, Status: OK
[2025-01-01 01:53:00] Temperature: 29.9°C, Voltage: 3.84V, Current: 1.47A, Signal_Strength: -55dBm, Antenna_Angle: 9.97°, Roll: -0.60°, Pitch: 0.29°, Yaw: 16.64°, Packets_Sent: 1164, Status: OK
[2025-01-01 01:54:00] Temperature: 19.6°C, Voltage: 3.74V, Current: 0.79A, Signal_Strength: -68dBm, Antenna_Angle: 253.80°, Roll: 1.37°, Pitch: 1.33°, Yaw: 207.12°, Packets_Sent: 1821, Status: OK
[2025-01-01 01:55:00] Temperature: 37.6°C, Voltage: 3.68V, Current: 0.96A, Signal_Strength: -57dBm, Antenna_Angle: 37.13°, Roll: 1.86°, Pitch: 0.53°, Yaw: 133.90°, Packets_Sent: 1996, Status: OK
[2025-01-01 01:56:00] Temperature: 18.7°C, Voltage: 3.62V, Current: 0.63A, Signal_Strength: -57dBm, Antenna_Angle: 159.70°, Roll: 0.41°, Pitch: 1.89°, Yaw: 325.44°, Packets_Sent: 1478, Status: OK
[2025-01-01 01:57:00] Temperature: 39.9°C, Voltage: 3.63V, Current: 1.17A, Signal_Strength: -72dBm, Antenna_Angle: 285.01°, Roll: 1.66°, Pitch: -0.80°, Yaw: 291.84°, Packets_Sent: 1534, Status: OK
[2025-01-01 01:58:00] Temperature: 32.5°C, Voltage: 3.51V, Current: 0.54A, Signal_Strength: -57dBm, Antenna_Angle: 186.16°, Roll: 0.77°, Pitch: -1.29°, Yaw: 235.12°, Packets_Sent: 1386, Status: OK
[2025-01-01 01:59:00] Temperature: 44.0°C, Voltage: 3.82V, Current: 1.20A, Signal_Strength: -68dBm, Antenna_Angle: 332.63°, Roll: 0.83°, Pitch: -0.16°, Yaw: 61.86°, Packets_Sent: 1789, Status: OK
[2025-01-01 02:00:00] Temperature: 23.9°C, Voltage: 3.70V, Current: 0.62A, Signal_Strength: -48dBm, Antenna_Angle: 309.57°, Roll: 0.08°, Pitch: -1.34°, Yaw: 350.81°, Packets_Sent: 1847, Status: OK
[2025-01-01 02:01:00] Temperature: 29.3°C, Voltage: 3.59V, Current: 0.85A, Signal_Strength: -54dBm, Antenna_Angle: 110.66°, Roll: 1.47°, Pitch: 0.59°, Yaw: 300.56°, Packets_Sent: 1961, Status: OK
[2025-01-01 02:02:00] Temperature: 32.1°C, Voltage: 3.76V, Current: 0.65A, Signal_Strength: -47dBm, Antenna_Angle: 233.01°, Roll: -1.50°, Pitch: -0.12°, Yaw: 311.08°, Packets_Sent: 1507, Status: OK
[2025-01-01 02:03:00] Temperature: 33.8°C, Voltage: 3.74V, Current: 1.02A, Signal_Strength: -75dBm, Antenna_Angle: 23.69°, Roll: -0.07°, Pitch: -0.09°, Yaw: 45.88°, Packets_Sent: 1625, Status: OK
[2025-01-01 02:04:00] Temperature: 27.2°C, Voltage: 3.73V, Current: 1.47A, Signal_Strength: -50dBm, Antenna_Angle: 45.32°, Roll: 0.38°, Pitch: 1.69°, Yaw: 79.49°, Packets_Sent: 1435, Status: OK
[2025-01-01 02:05:00] Temperature: 21.9°C, Voltage: 3.69V, Current: 0.49A, Signal_Strength: -46dBm, Antenna_Angle: 332.25°, Roll: 1.65°, Pitch: 0.72°, Yaw: 53.39°, Packets_Sent: 1020, Status: OK
[2025-01-01 02:06:00] Temperature: 43.3°C, Voltage: 3.50V, Current: 0.91A, Signal_Strength: -50dBm, Antenna_Angle: 142.56°, Roll: -0.97°, Pitch: 1.84°, Yaw: 118.17°, Packets_Sent: 1034, Status: OK
[2025-01-01 02:07:00] Temperature: 38.6°C, Voltage: 3.80V, Current: 1.10A, Signal_Strength: -59dBm, Antenna_Angle: 45.31°, Roll: -1.13°, Pitch: -0.68°, Yaw: 189.89°, Packets_Sent: 1356, Status: OK
[2025-01-01 02:08:00] Temperature: 28.5°C, Voltage: 3.57V, Current: 0.57A, Signal_Strength: -59dBm, Antenna_Angle: 87.25°, Roll: 0.47°, Pitch: 0.74°, Yaw: 328.16°, Packets_Sent: 1561, Status: OK
[2025-01-01 02:09:00] Temperature: 29.3°C, Voltage: 3.82V, Current: 1.48A, Signal_Strength: -68dBm, Antenna_Angle: 214.24°, Roll: -1.34°, Pitch: 1.08°, Yaw: 58.87°, Packets_Sent: 1245, Status: OK
[2025-01-01 02:10:00] Temperature: 36.9°C, Voltage: 3.54V, Current: 0.76A, Signal_Strength: -74dBm, Antenna_Angle: 73.00°, Roll: 0.30°, Pitch: 0.81°, Yaw: 229.01°, Packets_Sent: 932, Status: OK
[2025-01-01 02:11:00] Temperature: 40.3°C, Voltage: 3.61V, Current: 1.35A, Signal_Strength: -56dBm, Antenna_Angle: 108.40°, Roll: 0.01°, Pitch: -1.00°, Yaw: 265.51°, Packets_Sent: 1824, Status: OK
[2025-01-01 02:12:00] Temperature: 22.8°C, Voltage: 3.83V, Current: 1.19A, Signal_Strength: -66dBm, Antenna_Angle: 230.86°, Roll: -0.40°, Pitch: -0.03°, Yaw: 51.70°, Packets_Sent: 1155, Status: OK
[2025-01-01 02:13:00] Temperature: 16.8°C, Voltage: 3.62V, Current: 1.45A, Signal_Strength: -51dBm, Antenna_Angle: 96.35°, Roll: 0.49°, Pitch: -0.78°, Yaw: 83.23°, Packets_Sent: 1360, Status: OK
[2025-01-01 02:14:00] Temperature: 32.6°C, Voltage: 3.56V, Current: 1.34A, Signal_Strength: -53dBm, Antenna_Angle: 241.87°, Roll: 1.16°, Pitch: 0.76°, Yaw: 62.82°, Packets_Sent: 1275, Status: OK
[2025-01-01 02:15:00] Temperature: 35.8°C, Voltage: 3.58V, Current: 0.62A, Signal_Strength: -50dBm, Antenna_Angle: 297.35°, Roll: 1.57°, Pitch: -1.01°, Yaw: 336.32°, Packets_Sent: 1101, Status: OK
[2025-01-01 02:16:00] Temperature: 25.2°C, Voltage: 3.70V, Current: 1.32A, Signal_Strength: -69dBm, Antenna_Angle: 65.08°, Roll: -0.31°, Pitch: -1.59°, Yaw: 64.34°, Packets_Sent: 1371, Status: OK
[2025-01-01 02:17:00] Temperature: 29.3°C, Voltage: 3.55V, Current: 1.10A, Signal_Strength: -59dBm, Antenna_Angle: 68.71°, Roll: -1.37°, Pitch: -1.03°, Yaw: 124.86°, Packets_Sent: 1839, Status: OK
[2025-01-01 02:18:00] Temperature: 17.2°C, Voltage: 3.47V, Current: 0.67A, Signal_Strength: -71dBm, Antenna_Angle: 34.50°, Roll: -0.05°, Pitch: -1.64°, Yaw: 340.99°, Packets_Sent: 958, Status: OK
[2025-01-01 02:19:00] Temperature: 40.8°C, Voltage: 3.47V, Current: 1.05A, Signal_Strength: -46dBm, Antenna_Angle: 228.25°, Roll: -0.91°, Pitch: -1.39°, Yaw: 233.14°, Packets_Sent: 1007, Status: OK
[2025-01-01 02:20:00] Temperature: 24.0°C, Voltage: 3.59V, Current: 0.74A, Signal_Strength: -73dBm, Antenna_Angle: 223.43°, Roll: 1.25°, Pitch: 1.42°, Yaw: 47.37°, Packets_Sent: 1660, Status: OK
[2025-01-01 02:21:00] Temperature: 39.0°C, Voltage: 3.46V, Current: 0.93A, Signal_Strength: -59dBm, Antenna_Angle: 211.09°, Roll: 1.29°, Pitch: 0.93°, Yaw: 318.92°, Packets_Sent: 1410, Status: OK
[2025-01-01 02:22:00] Temperature: 25.5°C, Voltage: 3.75V, Current: 1.20A, Signal_Strength: -66dBm, Antenna_Angle: 345.95°, Roll: 0.47°, Pitch: 1.50°, Yaw: 39.63°, Packets_Sent: 1040, Status: OK
[2025-01-01 02:23:00] Temperature: 40.7°C, Voltage: 3.58V, Current: 0.95A, Signal_Strength: -71dBm, Antenna_Angle: 335.45°, Roll: 1.19°, Pitch: -1.31°, Yaw: 185.37°, Packets_Sent: 1785, Status: OK
[2025-01-01 02:24:00] Temperature: 44.4°C, Voltage: 3.61V, Current: 0.42A, Signal_Strength: -51dBm, Antenna_Angle: 43.32°, Roll: -1.46°, Pitch: 1.41°, Yaw: 241.68°, Packets_Sent: 1740, Status: OK
[2025-01-01 02:25:00] Temperature: 34.7°C, Voltage: 3.81V, Current: 1.19A, Signal_Strength: -68dBm, Antenna_Angle: 47.31°, Roll: -0.17°, Pitch: 1.76°, Yaw: 112.55°, Packets_Sent: 901, Status: OK
[2025-01-01 02:26:00] Temperature: 16.6°C, Voltage: 3.69V, Current: 1.13A, Signal_Strength: -60dBm, Antenna_Angle: 129.06°, Roll: 0.38°, Pitch: -0.16°, Yaw: 27.84°, Packets_Sent: 1760, Status: OK
[2025-01-01 02:27:00] Temperature: 21.5°C, Voltage: 3.84V, Current: 0.43A, Signal_Strength: -47dBm, Antenna_Angle: 15.13°, Roll: -1.56°, Pitch: -1.69°, Yaw: 102.43°, Packets_Sent: 977, Status: OK
[2025-01-01 02:28:00] Temperature: 37.0°C, Voltage: 3.79V, Current: 1.21A, Signal_Strength: -57dBm, Antenna_Angle: 174.81°, Roll: 0.10°, Pitch: 0.23°, Yaw: 193.66°, Packets_Sent: 1951, Status: OK
[2025-01-01 02:29:00] Temperature: 23.4°C, Voltage: 3.84V, Current: 0.83A, Signal_Strength: -72dBm, Antenna_Angle: 337.77°, Roll: -1.54°, Pitch: 1.87°, Yaw: 170.32°, Packets_Sent: 1971, Status: OK
[2025-01-01 02:30:00] Temperature: 25.6°C, Voltage: 3.66V, Current: 1.15A, Signal_Strength: -47dBm, Antenna_Angle: 335.14°, Roll: 1.97°, Pitch: 0.51°, Yaw: 237.90°, Packets_Sent: 993, Status: OK
[2025-01-01 02:31:00] Temperature: 44.8°C, Voltage: 3.75V, Current: 0.99A, Signal_Strength: -70dBm, Antenna_Angle: 172.30°, Roll: -1.86°, Pitch: -0.08°, Yaw: 56.19°, Packets_Sent: 1973, Status: OK
[2025-01-01 02:32:00] Temperature: 39.7°C, Voltage: 3.74V, Current: 1.48A, Signal_Strength: -72dBm, Antenna_Angle: 240.75°, Roll: -0.21°, Pitch: 0.53°, Yaw: 164.91°, Packets_Sent: 1494, Status: OK
[2025-01-01 02:33:00] Temperature: 23.5°C, Voltage: 3.64V, Current: 0.65A, Signal_Strength: -53dBm, Antenna_Angle: 281.18°, Roll: -1.11°, Pitch: 1.07°, Yaw: 217.31°, Packets_Sent: 1992, Status: OK
[2025-01-01 02:34:00] Temperature: 30.6°C, Voltage: 3.69V, Current: 1.09A, Signal_Strength: -58dBm, Antenna_Angle: 37.17°, Roll: -0.61°, Pitch: -0.86°, Yaw: 197.50°, Packets_Sent: 1422, Status: OK
[2025-01-01 02:35:00] Temperature: 41.8°C, Voltage: 3.55V, Current: 0.93A, Signal_Strength: -95dBm, Antenna_Angle: 339.77°, Roll: 0.11°, Pitch: 0.89°, Yaw: 161.79°, Packets_Sent: 1676, Status: Warning
[2025-01-01 02:36:00] Temperature: 41.8°C, Voltage: 3.48V, Current: 0.73A, Signal_Strength: -62dBm, Antenna_Angle: 126.39°, Roll: 1.28°, Pitch: -1.17°, Yaw: 109.32°, Packets_Sent: 1648, Status: OK
[2025-01-01 02:37:00] Temperature: 17.7°C, Voltage: 3.47V, Current: 1.09A, Signal_Strength: -62dBm, Antenna_Angle: 211.88°, Roll: -1.93°, Pitch: -1.87°, Yaw: 125.81°, Packets_Sent: 1200, Status: OK
[2025-01-01 02:38:00] Temperature: 25.4°C, Voltage: 3.58V, Current: 1.27A, Signal_Strength: -68dBm, Antenna_Angle: 169.10°, Roll: -0.07°, Pitch: -1.03°, Yaw: 243.72°, Packets_Sent: 1876, Status: OK
[2025-01-01 02:39:00] Temperature: 74.6°C, Voltage: 3.67V, Current: 0.52A, Signal_Strength: -52dBm, Antenna_Angle: 302.27°, Roll: -0.52°, Pitch: 0.19°, Yaw: 242.38°, Packets_Sent: 1120, Status: Warning
[2025-01-01 02:40:00] Temperature: 34.9°C, Voltage: 3.51V, Current: 0.81A, Signal_Strength: -50dBm, Antenna_Angle: 121.32°, Roll: 0.63°, Pitch: 1.99°, Yaw: 106.48°, Packets_Sent: 948, Status: OK
[2025-01-01 02:41:00] Temperature: 30.2°C, Voltage: 3.75V, Current: 0.44A, Signal_Strength: -58dBm, Antenna_Angle: 330.62°, Roll: 0.27°, Pitch: -0.02°, Yaw: 227.19°, Packets_Sent: 1327, Status: OK
[2025-01-01 02:42:00] Temperature: 77.2°C, Voltage: 3.50V, Current: 0.82A, Signal_Strength: -63dBm, Antenna_Angle: 4.75°, Roll: -1.01°, Pitch: -1.12°, Yaw: 241.64°, Packets_Sent: 1477, Status: Warning
[2025-01-01 02:43:00] Temperature: 24.4°C, Voltage: 3.70V, Current: 1.08A, Signal_Strength: -68dBm, Antenna_Angle: 6.39°, Roll: -1.57°, Pitch: 1.97°, Yaw: 203.90°, Packets_Sent: 1469, Status: OK
[2025-01-01 02:44:00] Temperature: 24.4°C, Voltage: 3.56V, Current: 1.23A, Signal_Strength: -70dBm, Antenna_Angle: 222.90°, Roll: -0.56°, Pitch: 0.09°, Yaw: 287.43°, Packets_Sent: 1298, Status: OK
[2025-01-01 02:45:00] Temperature: 25.1°C, Voltage: 3.63V, Current: 0.76A, Signal_Strength: -63dBm, Antenna_Angle: 1.50°, Roll: -1.00°, Pitch: -1.48°, Yaw: 322.78°, Packets_Sent: 1160, Status: OK
[2025-01-01 02:46:00] Temperature: 26.2°C, Voltage: 3.75V, Current: 0.90A, Signal_Strength: -50dBm, Antenna_Angle: 343.23°, Roll: -0.56°, Pitch: 0.64°, Yaw: 186.71°, Packets_Sent: 1277, Status: OK
[2025-01-01 02:47:00] Temperature: 39.8°C, Voltage: 3.49V, Current: 0.97A, Signal_Strength: -56dBm, Antenna_Angle: 277.99°, Roll: 1.53°, Pitch: -1.95°, Yaw: 25.00°, Packets_Sent: 1938, Status: OK
[2025-01-01 02:48:00] Temperature: 16.3°C, Voltage: 3.67V, Current: 0.53A, Signal_Strength: -70dBm, Antenna_Angle: 208.48°, Roll: 0.11°, Pitch: -0.82°, Yaw: 99.15°, Packets_Sent: 1899, Status: OK
[2025-01-01 02:49:00] Temperature: 16.0°C, Voltage: 3.67V, Current: 1.28A, Signal_Strength: -63dBm, Antenna_Angle: 117.50°, Roll: -0.44°, Pitch: -0.71°, Yaw: 198.59°, Packets_Sent: 1870, Status: OK
[2025-01-01 02:50:00] Temperature: 40.7°C, Voltage: 3.57V, Current: 0.57A, Signal_Strength: -71dBm, Antenna_Angle: 287.72°, Roll: 0.78°, Pitch: -1.40°, Yaw: 193.20°, Packets_Sent: 1431, Status: OK
[2025-01-01 02:51:00] Temperature: 20.7°C, Voltage: 3.48V, Current: 1.36A, Signal_Strength: -68dBm, Antenna_Angle: 27.65°, Roll: -1.83°, Pitch: 1.77°, Yaw: 301.53°, Packets_Sent: 1651, Status: OK
[2025-01-01 02:52:00] Temperature: 42.4°C, Voltage: 3.46V, Current: 0.57A, Signal_Strength: -55dBm, Antenna_Angle: 227.26°, Roll: 1.68°, Pitch: 1.15°, Yaw: 217.54°, Packets_Sent: 1149, Status: OK
[2025-01-01 02:53:00] Temperature: 32.2°C, Voltage: 3.45V, Current: 0.49A, Signal_Strength: -67dBm, Antenna_Angle: 335.04°, Roll: 1.49°, Pitch: 0.27°, Yaw: 267.96°, Packets_Sent: 1089, Status: OK
[2025-01-01 02:54:00] Temperature: 39.4°C, Voltage: 3.77V, Current: 1.08A, Signal_Strength: -53dBm, Antenna_Angle: 304.91°, Roll: 1.83°, Pitch: 0.71°, Yaw: 51.48°, Packets_Sent: 1674, Status: OK
[2025-01-01 02:55:00] Temperature: 29.6°C, Voltage: 3.67V, Current: 1.14A, Signal_Strength: -69dBm, Antenna_Angle: 22.82°, Roll: -1.12°, Pitch: -1.69°, Yaw: 33.56°, Packets_Sent: 992, Status: OK
[2025-01-01 02:56:00] Temperature: 30.5°C, Voltage: 3.49V, Current: 1.34A, Signal_Strength: -49dBm, Antenna_Angle: 228.05°, Roll: -1.96°, Pitch: 1.93°, Yaw: 331.78°, Packets_Sent: 1539, Status: OK
[2025-01-01 02:57:00] Temperature: 21.9°C, Voltage: 3.58V, Current: 0.53A, Signal_Strength: -95dBm, Antenna_Angle: 240.66°, Roll: -0.75°, Pitch: -1.85°, Yaw: 130.01°, Packets_Sent: 1534, Status: Warning
[2025-01-01 02:58:00] Temperature: 39.2°C, Voltage: 3.81V, Current: 0.90A, Signal_Strength: -66dBm, Antenna_Angle: 294.30°, Roll: 0.11°, Pitch: -1.72°, Yaw: 71.25°, Packets_Sent: 1839, Status: OK
[2025-01-01 02:59:00] Temperature: 39.2°C, Voltage: 3.76V, Current: 0.83A, Signal_Strength: -66dBm, Antenna_Angle: 45.05°, Roll: -0.17°, Pitch: 0.65°, Yaw: 170.06°, Packets_Sent: 1212, Status: OK
[2025-01-01 03:00:00] Temperature: 16.6°C, Voltage: 3.74V, Current: 0.43A, Signal_Strength: -69dBm, Antenna_Angle: 357.52°, Roll: -0.94°, Pitch: 0.47°, Yaw: 209.02°, Packets_Sent: 1821, Status: OK
[2025-01-01 03:01:00] Temperature: 30.8°C, Voltage: 3.45V, Current: 1.44A, Signal_Strength: -68dBm, Antenna_Angle: 38.35°, Roll: -0.43°, Pitch: 1.88°, Yaw: 221.35°, Packets_Sent: 1368, Status: OK
[2025-01-01 03:02:00] Temperature: 39.5°C, Voltage: 3.61V, Current: 0.73A, Signal_Strength: -75dBm, Antenna_Angle: 138.71°, Roll: -1.33°, Pitch: 1.04°, Yaw: 162.33°, Packets_Sent: 1359, Status: OK
[2025-01-01 03:03:00] Temperature: 17.0°C, Voltage: 3.71V, Current: 0.45A, Signal_Strength: -60dBm, Antenna_Angle: 341.25°, Roll: -1.65°, Pitch: 1.35°, Yaw: 29.24°, Packets_Sent: 1394, Status: OK
[2025-01-01 03:04:00] Temperature: 80.8°C, Voltage: 2.91V, Current: 0.72A, Signal_Strength: -103dBm, Antenna_Angle: 59.67°, Roll: -0.42°, Pitch: -0.45°, Yaw: 103.90°, Packets_Sent: 1362, Status: Critical
[2025-01-01 03:05:00] Temperature: 24.0°C, Voltage: 3.67V, Current: 1.25A, Signal_Strength: -56dBm, Antenna_Angle: 293.86°, Roll: 0.04°, Pitch: 0.07°, Yaw: 168.22°, Packets_Sent: 1456, Status: OK
[2025-01-01 03:06:00] Temperature: 22.4°C, Voltage: 3.77V, Current: 0.43A, Signal_Strength: -73dBm, Antenna_Angle: 321.12°, Roll: -1.98°, Pitch: -1.71°, Yaw: 175.06°, Packets_Sent: 1859, Status: OK
[2025-01-01 03:07:00] Temperature: 40.8°C, Voltage: 3.71V, Current: 0.74A, Signal_Strength: -48dBm, Antenna_Angle: 214.38°, Roll: 1.26°, Pitch: 1.74°, Yaw: 159.89°, Packets_Sent: 1313, Status: OK
[2025-01-01 03:08:00] Temperature: 42.9°C, Voltage: 3.48V, Current: 0.52A, Signal_Strength: -54dBm, Antenna_Angle: 152.32°, Roll: 1.97°, Pitch: -0.89°, Yaw: 8.51°, Packets_Sent: 1006, Status: OK
[2025-01-01 03:09:00] Temperature: 23.0°C, Voltage: 3.57V, Current: 1.44A, Signal_Strength: -51dBm, Antenna_Angle: 120.30°, Roll: -0.21°, Pitch: -1.09°, Yaw: 83.98°, Packets_Sent: 1766, Status: OK
[2025-01-01 03:10:00] Temperature: 24.1°C, Voltage: 3.68V, Current: 0.85A, Signal_Strength: -54dBm, Antenna_Angle: 123.28°, Roll: -1.08°, Pitch: 1.94°, Yaw: 172.81°, Packets_Sent: 1231, Status: OK
[2025-01-01 03:11:00] Temperature: 39.6°C, Voltage: 3.74V, Current: 0.80A, Signal_Strength: -48dBm, Antenna_Angle: 315.51°, Roll: -0.76°, Pitch: 0.78°, Yaw: 210.83°, Packets_Sent: 1013, Status: OK
[2025-01-01 03:12:00] Temperature: 33.8°C, Voltage: 3.84V, Current: 0.64A, Signal_Strength: -63dBm, Antenna_Angle: 40.20°, Roll: 0.59°, Pitch: -0.17°, Yaw: 37.35°, Packets_Sent: 1878, Status: OK
[2025-01-01 03:13:00] Temperature: 43.8°C, Voltage: 3.80V, Current: 1.24A, Signal_Strength: -54dBm, Antenna_Angle: 55.72°, Roll: -0.02°, Pitch: 0.89°, Yaw: 334.46°, Packets_Sent: 1937, Status: OK
[2025-01-01 03:14:00] Temperature: 37.4°C, Voltage: 3.67V, Current: 0.78A, Signal_Strength: -59dBm, Antenna_Angle: 308.81°, Roll: 1.34°, Pitch: -1.39°, Yaw: 172.49°, Packets_Sent: 1398, Status: OK
[2025-01-01 03:15:00] Temperature: 31.6°C, Voltage: 3.72V, Current: 0.69A, Signal_Strength: -73dBm, Antenna_Angle: 333.13°, Roll: -0.91°, Pitch: -1.20°, Yaw: 44.77°, Packets_Sent: 1394, Status: OK
[2025-01-01 03:16:00] Temperature: 42.5°C, Voltage: 3.61V, Current: 1.43A, Signal_Strength: -62dBm, Antenna_Angle: 131.50°, Roll: -0.09°, Pitch: -1.08°, Yaw: 114.99°, Packets_Sent: 1107, Status: OK
[2025-01-01 03:17:00] Temperature: 18.6°C, Voltage: 3.74V, Current: 0.83A, Signal_Strength: -65dBm, Antenna_Angle: 141.55°, Roll: 1.74°, Pitch: -0.52°, Yaw: 94.67°, Packets_Sent: 1284, Status: OK
[2025-01-01 03:18:00] Temperature: 21.3°C, Voltage: 3.69V, Current: 1.16A, Signal_Strength: -62dBm, Antenna_Angle: 36.58°, Roll: 0.65°, Pitch: 0.51°, Yaw: 117.95°, Packets_Sent: 1506, Status: OK
[2025-01-01 03:19:00] Temperature: 40.4°C, Voltage: 3.54V, Current: 1.19A, Signal_Strength: -67dBm, Antenna_Angle: 47.63°, Roll: 0.90°, Pitch: 1.94°, Yaw: 143.11°, Packets_Sent: 1102, Status: OK
[2025-01-01 03:20:00] Temperature: 84.0°C, Voltage: 3.59V, Current: 0.54A, Signal_Strength: -50dBm, Antenna_Angle: 233.43°, Roll: -1.90°, Pitch: 1.70°, Yaw: 140.19°, Packets_Sent: 1574, Status: Critical
[2025-01-01 03:21:00] Temperature: 38.5°C, Voltage: 3.77V, Current: 0.52A, Signal_Strength: -52dBm, Antenna_Angle: 19.94°, Roll: -0.30°, Pitch: -0.34°, Yaw: 304.58°, Packets_Sent: 1569, Status: OK
[2025-01-01 03:22:00] Temperature: 31.9°C, Voltage: 3.06V, Current: 1.46A, Signal_Strength: -53dBm, Antenna_Angle: 225.64°, Roll: -1.44°, Pitch: -1.65°, Yaw: 83.15°, Packets_Sent: 1067, Status: Warning
[2025-01-01 03:23:00] Temperature: 20.8°C, Voltage: 3.79V, Current: 1.13A, Signal_Strength: -64dBm, Antenna_Angle: 206.26°, Roll: 1.06°, Pitch: 0.75°, Yaw: 320.27°, Packets_Sent: 1004, Status: OK
[2025-01-01 03:24:00] Temperature: 31.8°C, Voltage: 3.61V, Current: 0.54A, Signal_Strength: -55dBm, Antenna_Angle: 78.50°, Roll: -0.95°, Pitch: -0.95°, Yaw: 44.95°, Packets_Sent: 1025, Status: OK
[2025-01-01 03:25:00] Temperature: 43.3°C, Voltage: 3.64V, Current: 1.09A, Signal_Strength: -56dBm, Antenna_Angle: 148.56°, Roll: 1.88°, Pitch: 0.90°, Yaw: 25.27°, Packets_Sent: 1643, Status: OK
[2025-01-01 03:26:00] Temperature: 44.6°C, Voltage: 3.76V, Current: 0.98A, Signal_Strength: -71dBm, Antenna_Angle: 50.29°, Roll: -1.15°, Pitch: -1.67°, Yaw: 261.80°, Packets_Sent: 1741, Status: OK
[2025-01-01 03:27:00] Temperature: 23.6°C, Voltage: 3.64V, Current: 0.47A, Signal_Strength: -56dBm, Antenna_Angle: 350.90°, Roll: 1.31°, Pitch: -1.38°, Yaw: 148.84°, Packets_Sent: 1357, Status: OK
[2025-01-01 03:28:00] Temperature: 35.7°C, Voltage: 3.62V, Current: 0.66A, Signal_Strength: -60dBm, Antenna_Angle: 114.07°, Roll: -0.34°, Pitch: -0.15°, Yaw: 98.61°, Packets_Sent: 1035, Status: OK
[2025-01-01 03:29:00] Temperature: 19.4°C, Voltage: 3.76V, Current: 1.13A, Signal_Strength: -54dBm, Antenna_Angle: 264.29°, Roll: 1.91°, Pitch: -1.44°, Yaw: 323.88°, Packets_Sent: 1267, Status: OK
[2025-01-01 03:30:00] Temperature: 41.6°C, Voltage: 3.77V, Current: 1.29A, Signal_Strength: -48dBm, Antenna_Angle: 62.93°, Roll: -0.16°, Pitch: -0.96°, Yaw: 304.45°, Packets_Sent: 1392, Status: OK
[2025-01-01 03:31:00] Temperature: 40.4°C, Voltage: 3.52V, Current: 0.61A, Signal_Strength: -69dBm, Antenna_Angle: 221.36°, Roll: -0.97°, Pitch: 0.74°, Yaw: 100.23°, Packets_Sent: 1426, Status: OK
[2025-01-01 03:32:00] Temperature: 39.0°C, Voltage: 3.75V, Current: 0.87A, Signal_Strength: -54dBm, Antenna_Angle: 195.16°, Roll: -1.55°, Pitch: 1.89°, Yaw: 41.81°, Packets_Sent: 1938, Status: OK
[2025-01-01 03:33:00] Temperature: 44.1°C, Voltage: 3.54V, Current: 0.87A, Signal_Strength: -74dBm, Antenna_Angle: 254.70°, Roll: -0.72°, Pitch: -0.00°, Yaw: 30.66°, Packets_Sent: 950, Status: OK
[2025-01-01 03:34:00] Temperature: 36.1°C, Voltage: 3.69V, Current: 1.13A, Signal_Strength: -54dBm, Antenna_Angle: 277.52°, Roll: 0.79°, Pitch: -1.33°, Yaw: 173.33°, Packets_Sent: 1695, Status: OK
[2025-01-01 03:35:00] Temperature: 33.3°C, Voltage: 3.52V, Current: 0.79A, Signal_Strength: -72dBm, Antenna_Angle: 54.70°, Roll: 1.82°, Pitch: 1.81°, Yaw: 168.46°, Packets_Sent: 1445, Status: OK
[2025-01-01 03:36:00] Temperature: 20.4°C, Voltage: 3.74V, Current: 0.84A, Signal_Strength: -101dBm, Antenna_Angle: 77.89°, Roll: -0.70°, Pitch: -0.81°, Yaw: 192.66°, Packets_Sent: 1289, Status: Critical
[2025-01-01 03:37:00] Temperature: 33.6°C, Voltage: 3.68V, Current: 0.94A, Signal_Strength: -52dBm, Antenna_Angle: 259.73°, Roll: 0.41°, Pitch: -0.56°, Yaw: 175.99°, Packets_Sent: 1300, Status: OK
[2025-01-01 03:38:00] Temperature: 37.9°C, Voltage: 3.48V, Current: 1.46A, Signal_Strength: -51dBm, Antenna_Angle: 91.75°, Roll: -0.92°, Pitch: -1.66°, Yaw: 23.18°, Packets_Sent: 1824, Status: OK
[2025-01-01 03:39:00] Temperature: 44.6°C, Voltage: 3.84V, Current: 0.90A, Signal_Strength: -68dBm, Antenna_Angle: 189.97°, Roll: 1.85°, Pitch: -0.43°, Yaw: 235.05°, Packets_Sent: 1203, Status: OK
