--- Cartosat-2E Logs ---
[2025-01-01 00:00:00] Temperature: 34.8°C, Voltage: 3.66V, Current: 1.13A, Signal_Strength: -74dBm, Antenna_Angle: 274.67°, Roll: 1.64°, Pitch: 1.02°, Yaw: 121.04°, Packets_Sent: 953, Status: OK
[2025-01-01 01:50:00] Temperature: 42.7°C, Voltage: 3.52V, Current: 0.72A, Signal_Strength: -59dBm, Antenna_Angle: 120.26°, Roll: 0.62°, Pitch: 0.73°, Yaw: 35.40°, Packets_Sent: 1850, Status: OK
[2025-01-01 01:51:00] Temperature: 27.5°C, Voltage: 3.62V, Current: 0.61A, Signal_Strength: -74dBm, Antenna_Angle: 80.71°, Roll: 2.00°, Pitch: 0.40°, Yaw: 263.57°, Packets_Sent: 1930, Status: OK
[2025-01-01 01:52:00] Temperature: 24.8°C, Voltage: 3.55V, Current: 1.03A, Signal_Strength: -61dBm, Antenna_Angle: 32.75°, Roll: -1.91°, Pitch: 0.41°, Yaw: 284.35°, Packets_Sent: 1658, Status: OK
[2025-01-01 01:53:00] Temperature: 30.3°C, Voltage: 3.53V, Current: 1.40A, Signal_Strength: -61dBm, Antenna_Angle: 260.29°, Roll: -1.30°, Pitch: 1.75°, Yaw: 331.69°, Packets_Sent: 1390, Status: OK
[2025-01-01 01:54:00] Temperature: 23.8°C, Voltage: 3.81V, Current: 0.63A, Signal_Strength: -61dBm, Antenna_Angle: 88.21°, Roll: 1.96°, Pitch: 1.19°, Yaw: 350.20°, Packets_Sent: 1808, Status: OK
[2025-01-01 01:55:00] Temperature: 18.3°C, Voltage: 3.69V, Current: 0.76A, Signal_Strength: -47dBm, Antenna_Angle: 57.33°, Roll: 0.89°, Pitch: -1.72°, Yaw: 269.49°, Packets_Sent: 1846, Status: OK
[2025-01-01 01:56:00] Temperature: 27.2°C, Voltage: 3.66V, Current: 0.92A, Signal_Strength: -63dBm, Antenna_Angle: 281.89°, Roll: 1.53°, Pitch: 0.15°, Yaw: 257.68°, Packets_Sent: 1432, Status: OK
[2025-01-01 01:57:00] Temperature: 44.7°C, Voltage: 3.74V, Current: 0.88A, Signal_Strength: -50dBm, Antenna_Angle: 21.52°, Roll: 1.31°, Pitch: 0.90°, Yaw: 14.37°, Packets_Sent: 1715, Status: OK
[2025-01-01 01:58:00] Temperature: 42.8°C, Voltage: 3.70V, Current: 0.88A, Signal_Strength: -51dBm, Antenna_Angle: 37.30°, Roll: 1.03°, Pitch: 0.32°, Yaw: 284.97°, Packets_Sent: 1437, Status: OK
[2025-01-01 01:59:00] Temperature: 26.0°C, Voltage: 3.71V, Current: 0.56A, Signal_Strength: -68dBm, Antenna_Angle: 173.73°, Roll: -1.61°, Pitch: 0.57°, Yaw: 26.66°, Packets_Sent: 1441, Status: OK
[2025-01-01 02:00:00] Temperature: 29.7°C, Voltage: 3.55V, Current: 0.69A, Signal_Strength: -66dBm, Antenna_Angle: 160.08°, Roll: 0.80°, Pitch: 0.27°, Yaw: 213.99°, Packets_Sent: 1822, Status: OK
[2025-01-01 02:01:00] Temperature: 19.4°C, Voltage: 3.57V, Current: 0.64A, Signal_Strength: -64dBm, Antenna_Angle: 130.58°, Roll: -0.77°, Pitch: 0.86°, Yaw: 204.34°, Packets_Sent: 1496, Status: OK
[2025-01-01 02:02:00] Temperature: 36.4°C, Voltage: 3.72V, Current: 0.57A, Signal_Strength: -51dBm, Antenna_Angle: 46.28°, Roll: 1.44°, Pitch: -0.97°, Yaw: 82.05°, Packets_Sent: 1498, Status: OK
[2025-01-01 02:03:00] Temperature: 32.5°C, Voltage: 3.51V, Current: 0.41A, Signal_Strength: -64dBm, Antenna_Angle: 183.09°, Roll: -0.38°, Pitch: 0.47°, Yaw: 61.35°, Packets_Sent: 1958, Status: OK
[2025-01-01 02:04:00] Temperature: 19.7°C, Voltage: 3.79V, Current: 0.75A, Signal_Strength: -64dBm, Antenna_Angle: 311.54°, Roll: 0.59°, Pitch: 1.48°, Yaw: 173.53°, Packets_Sent: 1893, Status: OK
[2025-01-01 02:05:00] Temperature: 26.4°C, Voltage: 3.72V, Current: 0.47A, Signal_Strength: -68dBm, Antenna_Angle: 74.31°, Roll: -0.89°, Pitch: 1.11°, Yaw: 284.13°, Packets_Sent: 1207, Status: OK
[2025-01-01 02:06:00] Temperature: 89.1°C, Voltage: 3.63V, Current: 1.40A, Signal_Strength: -48dBm, Antenna_Angle: 302.38°, Roll: 1.59°, Pitch: 0.97°, Yaw: 130.88°, Packets_Sent: 1973, Status: Critical
[2025-01-01 02:07:00] Temperature: 30.2°C, Voltage: 3.56V, Current: 1.46A, Signal_Strength: -50dBm, Antenna_Angle: 193.58°, Roll: 1.88°, Pitch: -1.78°, Yaw: 204.01°, Packets_Sent: 1062, Status: OK
[2025-01-01 02:08:00] Temperature: 22.7°C, Voltage: 3.75V, Current: 1.16A, Signal_Strength: -55dBm, Antenna_Angle: 88.23°, Roll: -1.29°, Pitch: 1.92°, Yaw: 95.67°, Packets_Sent: 1834, Status: OK
[2025-01-01 02:09:00] Temperature: 37.3°C, Voltage: 3.74V, Current: 1.41A, Signal_Strength: -48dBm, Antenna_Angle: 47.72°, Roll: -1.76°, Pitch: -1.09°, Yaw: 210.84°, Packets_Sent: 1520, Status: OK
[2025-01-01 02:10:00] Temperature: 28.9°C, Voltage: 3.66V, Current: 1.26A, Signal_Strength: -65dBm, Antenna_Angle: 228.20°, Roll: -0.09°, Pitch: -0.23°, Yaw: 171.37°, Packets_Sent: 1302, Status: OK
[2025-01-01 02:11:00] Temperature: 32.7°C, Voltage: 3.69V, Current: 0.73A, Signal_Strength: -75dBm, Antenna_Angle: 154.71°, Roll: 0.88°, Pitch: -0.23°, Yaw: 231.34°, Packets_Sent: 1128, Status: OK
[2025-01-01 02:12:00] Temperature: 34.0°C, Voltage: 3.75V, Current: 1.49A, Signal_Strength: -67dBm, Antenna_Angle: 146.58°, Roll: -0.03°, Pitch: -1.29°, Yaw: 182.62°, Packets_Sent: 1454, Status: OK
[2025-01-01 02:13:00] Temperature: 43.5°C, Voltage: 3.57V, Current: 1.35A, Signal_Strength: -68dBm, Antenna_Angle: 99.10°, Roll: -0.76°, Pitch: -0.24°, Yaw: 351.79°, Packets_Sent: 1930, Status: OK
[2025-01-01 02:14:00] Temperature: 29.6°C, Voltage: 3.58V, Current: 1.47A, Signal_Strength: -61dBm, Antenna_Angle: 58.73°, Roll: 1.04°, Pitch: 0.69°, Yaw: 34.04°, Packets_Sent: 1034, Status: OK
[2025-01-01 02:15:00] Temperature: 25.3°C, Voltage: 3.72V, Current: 1.30A, Signal_Strength: -69dBm, Antenna_Angle: 39.14°, Roll: -1.15°, Pitch: 0.01°, Yaw: 115.20°, Packets_Sent: 1374, Status: OK
[2025-01-01 02:16:00] Temperature: 18.1°C, Voltage: 3.57V, Current: 1.07A, Signal_Strength: -58dBm, Antenna_Angle: 55.65°, Roll: -1.23°, Pitch: -0.42°, Yaw: 61.84°, Packets_Sent: 1220, Status: OK
[2025-01-01 02:17:00] Temperature: 34.9°C, Voltage: 3.58V, Current: 0.97A, Signal_Strength: -61dBm, Antenna_Angle: 214.28°, Roll: 1.12°, Pitch: -0.92°, Yaw: 335.81°, Packets_Sent: 1753, Status: OK
[2025-01-01 02:18:00] Temperature: 40.7°C, Voltage: 3.57V, Current: 0.56A, Signal_Strength: -65dBm, Antenna_Angle: 127.41°, Roll: -0.20°, Pitch: -0.30°, Yaw: 141.67°, Packets_Sent: 1545, Status: OK
[2025-01-01 02:19:00] Temperature: 37.9°C, Voltage: 3.61V, Current: 1.47A, Signal_Strength: -64dBm, Antenna_Angle: 289.93°, Roll: 1.07°, Pitch: -1.92°, Yaw: 253.55°, Packets_Sent: 1835, Status: OK
[2025-01-01 02:20:00] Temperature: 36.5°C, Voltage: 3.57V, Current: 0.81A, Signal_Strength: -65dBm, Antenna_Angle: 284.72°, Roll: 0.23°, Pitch: 0.96°, Yaw: 287.08°, Packets_Sent: 1567, Status: OK
[2025-01-01 02:21:00] Temperature: 28.2°C, Voltage: 3.56V, Current: 0.48A, Signal_Strength: -70dBm, Antenna_Angle: 260.22°, Roll: 1.81°, Pitch: 1.79°, Yaw: 281.23°, Packets_Sent: 1862, Status: OK
[2025-01-01 02:22:00] Temperature: 43.8°C, Voltage: 3.73V, Current: 0.67A, Signal_Strength: -45dBm, Antenna_Angle: 211.00°, Roll: -1.59°, Pitch: 0.56°, Yaw: 99.37°, Packets_Sent: 1021, Status: OK
[2025-01-01 02:23:00] Temperature: 42.7°C, Voltage: 3.49V, Current: 0.55A, Signal_Strength: -53dBm, Antenna_Angle: 116.83°, Roll: 1.30°, Pitch: 1.50°, Yaw: 212.33°, Packets_Sent: 1747, Status: OK
[2025-01-01 02:24:00] Temperature: 31.9°C, Voltage: 3.63V, Current: 0.76A, Signal_Strength: -59dBm, Antenna_Angle: 237.84°, Roll: 1.27°, Pitch: 0.76°, Yaw: 50.57°, Packets_Sent: 1987, Status: OK
[2025-01-01 02:25:00] Temperature: 41.1°C, Voltage: 3.73V, Current: 1.21A, Signal_Strength: -46dBm, Antenna_Angle: 130.04°, Roll: 0.99°, Pitch: -1.14°, Yaw: 115.65°, Packets_Sent: 1813, Status: OK
[2025-01-01 02:26:00] Temperature: 25.9°C, Voltage: 3.53V, Current: 1.47A, Signal_Strength: -67dBm, Antenna_Angle: 217.30°, Roll: -1.44°, Pitch: 0.57°, Yaw: 153.83°, Packets_Sent: 947, Status: OK
[2025-01-01 02:27:00] Temperature: 38.9°C, Voltage: 3.78V, Current: 0.47A, Signal_Strength: -45dBm, Antenna_Angle: 134.45°, Roll: 1.98°, Pitch: 1.84°, Yaw: 314.30°, Packets_Sent: 1795, Status: OK
[2025-01-01 02:28:00] Temperature: 31.2°C, Voltage: 3.56V, Current: 0.77A, Signal_Strength: -73dBm, Antenna_Angle: 27.20°, Roll: 1.90°, Pitch: 1.12°, Yaw: 191.43°, Packets_Sent: 1088, Status: OK
[2025-01-01 02:29:00] Temperature: 40.4°C, Voltage: 3.49V, Current: 1.41A, Signal_Strength: -57dBm, Antenna_Angle: 357.45°, Roll: 1.07°, Pitch: -0.28°, Yaw: 99.67°, Packets_Sent: 1049, Status: OK
[2025-01-01 02:30:00] Temperature: 41.4°C, Voltage: 3.75V, Current: 1.12A, Signal_Strength: -73dBm, Antenna_Angle: 233.22°, Roll: -0.18°, Pitch: 1.12°, Yaw: 266.20°, Packets_Sent: 1595, Status: OK
[2025-01-01 02:31:00] Temperature: 41.7°C, Voltage: 3.61V, Current: 0.72A, Signal_Strength: -56dBm, Antenna_Angle: 140.38°, Roll: -1.10°, Pitch: -0.29°, Yaw: 93.18°, Packets_Sent: 917, Status: OK
[2025-01-01 02:32:00] Temperature: 35.2°C, Voltage: 3.58V, Current: 0.90A, Signal_Strength: -55dBm, Antenna_Angle: 277.17°, Roll: 1.57°, Pitch: 0.86°, Yaw: 207.66°, Packets_Sent: 1626, Status: OK
[2025-01-01 02:33:00] Temperature: 19.4°C, Voltage: 3.57V, Current: 0.51A, Signal_Strength: -59dBm, Antenna_Angle: 340.01°, Roll: 1.12°, Pitch: 0.16°, Yaw: 343.67°, Packets_Sent: 980, Status: OK
[2025-01-01 02:34:00] Temperature: 77.5°C, Voltage: 3.17V, Current: 0.63A, Signal_Strength: -110dBm, Antenna_Angle: 152.74°, Roll: -1.07°, Pitch: 1.68°, Yaw: 278.04°, Packets_Sent: 1455, Status: Critical
[2025-01-01 02:35:00] Temperature: 41.0°C, Voltage: 3.79V, Current: 0.63A, Signal_Strength: -74dBm, Antenna_Angle: 157.87°, Roll: -1.18°, Pitch: -0.48°, Yaw: 293.21°, Packets_Sent: 1306, Status: OK
[2025-01-01 02:36:00] Temperature: 20.3°C, Voltage: 3.82V, Current: 1.20A, Signal_Strength: -71dBm, Antenna_Angle: 272.37°, Roll: 1.76°, Pitch: 0.96°, Yaw: 129.02°, Packets_Sent: 1146, Status: OK
[2025-01-01 02:37:00] Temperature: 27.5°C, Voltage: 3.53V, Current: 0.50A, Signal_Strength: -60dBm, Antenna_Angle: 172.07°, Roll: -1.55°, Pitch: -0.17°, Yaw: 2.61°, Packets_Sent: 1941, Status: OK
[2025-01-01 02:38:00] Temperature: 27.0°C, Voltage: 3.79V, Current: 0.79A, Signal_Strength: -47dBm, Antenna_Angle: 301.14°, Roll: 1.78°, Pitch: 0.61°, Yaw: 82.57°, Packets_Sent: 1789, Status: OK
[2025-01-01 02:39:00] Temperature: 34.5°C, Voltage: 2.78V, Current: 1.36A, Signal_Strength: -75dBm, Antenna_Angle: 347.11°, Roll: -1.82°, Pitch: 1.39°, Yaw: 63.85°, Packets_Sent: 1562, Status: Critical
[2025-01-01 02:40:00] Temperature: 29.1°C, Voltage: 3.47V, Current: 1.06A, Signal_Strength: -69dBm, Antenna_Angle: 266.34°, Roll: -0.51°, Pitch: -0.34°, Yaw: 56.69°, Packets_Sent: 1500, Status: OK
[2025-01-01 02:41:00] Temperature: 43.1°C, Voltage: 3.84V, Current: 1.22A, Signal_Strength: -51dBm, Antenna_Angle: 65.38°, Roll: 1.15°, Pitch: -1.88°, Yaw: 73.47°, Packets_Sent: 1124, Status: OK
[2025-01-01 02:42:00] Temperature: 26.2°C, Voltage: 3.79V, Current: 1.08A, Signal_Strength: -74dBm, Antenna_Angle: 9.30°, Roll: 1.56°, Pitch: -1.86°, Yaw: 313.92°, Packets_Sent: 958, Status: OK
[2025-01-01 02:43:00] Temperature: 84.3°C, Voltage: 2.85V, Current: 1.06A, Signal_Strength: -97dBm, Antenna_Angle: 56.94°, Roll: -0.61°, Pitch: -1.11°, Yaw: 151.15°, Packets_Sent: 930, Status: Critical
[2025-01-01 02:44:00] Temperature: 28.2°C, Voltage: 3.79V, Current: 1.29A, Signal_Strength: -75dBm, Antenna_Angle: 171.44°, Roll: -1.49°, Pitch: 0.63°, Yaw: 131.61°, Packets_Sent: 1426, Status: OK
[2025-01-01 02:45:00] Temperature: 36.5°C, Voltage: 3.64V, Current: 1.22A, Signal_Strength: -49dBm, Antenna_Angle: 70.66°, Roll: 0.06°, Pitch: 1.22°, Yaw: 51.33°, Packets_Sent: 1349, Status: OK
[2025-01-01 02:46:00] Temperature: 37.3°C, Voltage: 3.74V, Current: 0.71A, Signal_Strength: -57dBm, Antenna_Angle: 89.92°, Roll: -1.26°, Pitch: 0.64°, Yaw: 118.30°, Packets_Sent: 1413, Status: OK
[2025-01-01 02:47:00] Temperature: 35.1°C, Voltage: 3.66V, Current: 1.03A, Signal_Strength: -48dBm, Antenna_Angle: 273.55°, Roll: -0.69°, Pitch: -0.50°, Yaw: 52.28°, Packets_Sent: 1169, Status: OK
[2025-01-01 02:48:00] Temperature: 40.5°C, Voltage: 3.75V, Current: 1.28A, Signal_Strength: -56dBm, Antenna_Angle: 285.90°, Roll: -1.94°, Pitch: 0.54°, Yaw: 300.73°, Packets_Sent: 1273, Status: OK
[2025-01-01 02:49:00] Temperature: 26.9°C, Voltage: 3.45V, Current: 0.93A, Signal_Strength: -49dBm, Antenna_Angle: 67.59°, Roll: -0.19°, Pitch: -1.14°, Yaw: 223.67°, Packets_Sent: 1730, Status: OK
[2025-01-01 02:50:00] Temperature: 18.5°C, Voltage: 3.56V, Current: 1.25A, Signal_Strength: -47dBm, Antenna_Angle: 121.41°, Roll: -0.98°, Pitch: 1.23°, Yaw: 175.44°, Packets_Sent: 1281, Status: OK
[2025-01-01 02:51:00] Temperature: 34.9°C, Voltage: 3.72V, Current: 0.78A, Signal_Strength: -59dBm, Antenna_Angle: 22.72°, Roll: -0.29°, Pitch: -1.90°, Yaw: 195.59°, Packets_Sent: 1648, Status: OK
[2025-01-01 02:52:00] Temperature: 44.3°C, Voltage: 3.78V, Current: 0.53A, Signal_Strength: -54dBm, Antenna_Angle: 45.47°, Roll: -0.77°, Pitch: -0.26°, Yaw: 354.34°, Packets_Sent: 1611, Status: OK
[2025-01-01 02:53:00] Temperature: 41.0°C, Voltage: 3.65V, Current: 0.84A, Signal_Strength: -47dBm, Antenna_Angle: 359.47°, Roll: -1.43°, Pitch: 0.72°, Yaw: 279.32°, Packets_Sent: 1299, Status: OK
[2025-01-01 02:54:00] Temperature: 37.3°C, Voltage: 3.66V, Current: 1.26A, Signal_Strength: -58dBm, Antenna_Angle: 191.00°, Roll: 1.20°, Pitch: -0.55°, Yaw: 82.95°, Packets_Sent: 996, Status: OK
[2025-01-01 02:55:00] Temperature: 30.9°C, Voltage: 3.60V, Current: 0.51A, Signal_Strength: -70dBm, Antenna_Angle: 228.35°, Roll: 1.37°, Pitch: 1.00°, Yaw: 54.74°, Packets_Sent: 1363, Status: OK
[2025-01-01 02:56:00] Temperature: 33.3°C, Voltage: 3.79V, Current: 0.71A, Signal_Strength: -46dBm, Antenna_Angle: 341.59°, Roll: -0.44°, Pitch: 0.09°, Yaw: 151.65°, Packets_Sent: 1507, Status: OK
[2025-01-01 02:57:00] Temperature: 77.8°C, Voltage: 2.89V, Current: 0.73A, Signal_Strength: -108dBm, Antenna_Angle: 255.00°, Roll: -1.16°, Pitch: 0.93°, Yaw: 213.83°, Packets_Sent: 1538, Status: Critical
[2025-01-01 02:58:00] Temperature: 44.2°C, Voltage: 3.84V, Current: 1.48A, Signal_Strength: -63dBm, Antenna_Angle: 57.40°, Roll: -0.44°, Pitch: -1.23°, Yaw: 300.35°, Packets_Sent: 1758, Status: OK
[2025-01-01 02:59:00] Temperature: 43.9°C, Voltage: 3.56V, Current: 1.38A, Signal_Strength: -71dBm, Antenna_Angle: 266.27°, Roll: -1.18°, Pitch: -1.43°, Yaw: 99.17°, Packets_Sent: 1210, Status: OK
[2025-01-01 03:00:00] Temperature: 34.1°C, Voltage: 3.66V, Current: 0.98A, Signal_Strength: -52dBm, Antenna_Angle: 215.43°, Roll: 0.64°, Pitch: -0.80°, Yaw: 44.95°, Packets_Sent: 1375, Status: OK
[2025-01-01 03:01:00] Temperature: 28.6°C, Voltage: 3.48V, Current: 1.48A, Signal_Strength: -48dBm, Antenna_Angle: 122.89°, Roll: 1.80°, Pitch: -1.84°, Yaw: 301.66°, Packets_Sent: 1457, Status: OK
[2025-01-01 03:02:00] Temperature: 33.8°C, Voltage: 3.62V, Current: 0.59A, Signal_Strength: -54dBm, Antenna_Angle: 311.57°, Roll: 1.03°, Pitch: -1.10°, Yaw: 37.10°, Packets_Sent: 1897, Status: OK
[2025-01-01 03:03:00] Temperature: 33.1°C, Voltage: 3.69V, Current: 0.80A, Signal_Strength: -49dBm, Antenna_Angle: 239.36°, Roll: -0.31°, Pitch: 0.55°, Yaw: 311.45°, Packets_Sent: 1785, Status: OK
[2025-01-01 03:04:00] Temperature: 36.7°C, Voltage: 3.56V, Current: 0.68A, Signal_Strength: -60dBm, Antenna_Angle: 151.07°, Roll: 1.93°, Pitch: -1.67°, Yaw: 36.41°, Packets_Sent: 1414, Status: OK
[2025-01-01 03:05:00] Temperature: 22.3°C, Voltage: 3.65V, Current: 1.05A, Signal_Strength: -55dBm, Antenna_Angle: 37.43°, Roll: 0.24°, Pitch: 1.35°, Yaw: 135.29°, Packets_Sent: 1899, Status: OK
[2025-01-01 03:06:00] Temperature: 42.8°C, Voltage: 3.60V, Current: 1.06A, Signal_Strength: -57dBm, Antenna_Angle: 285.69°, Roll: 0.30°, Pitch: -1.53°, Yaw: 275.04°, Packets_Sent: 1101, Status: OK
[2025-01-01 03:07:00] Temperature: 35.2°C, Voltage: 3.81V, Current: 0.86A, Signal_Strength: -63dBm, Antenna_Angle: 267.94°, Roll: 0.59°, Pitch: -0.24°, Yaw: 165.86°, Packets_Sent: 1611, Status: OK
[2025-01-01 03:08:00] Temperature: 16.1°C, Voltage: 3.61V, Current: 1.29A, Signal_Strength: -53dBm, Antenna_Angle: 155.44°, Roll: -1.14°, Pitch: -1.28°, Yaw: 226.98°, Packets_Sent: 952, Status: OK
[2025-01-01 03:09:00] Temperature: 23.8°C, Voltage: 3.61V, Current: 0.43A, Signal_Strength: -61dBm, Antenna_Angle: 320.73°, Roll: 1.27°, Pitch: -0.62°, Yaw: 350.48°, Packets_Sent: 1634, Status: OK
[2025-01-01 03:10:00] Temperature: 28.4°C, Voltage: 3.47V, Current: 0.90A, Signal_Strength: -45dBm, Antenna_Angle: 94.74°, Roll: -1.16°, Pitch: 1.08°, Yaw: 197.01°, Packets_Sent: 1228, Status: OK
[2025-01-01 03:11:00] Temperature: 27.0°C, Voltage: 3.59V, Current: 1.30A, Signal_Strength: -50dBm, Antenna_Angle: 308.38°, Roll: -0.59°, Pitch: 0.15°, Yaw: 289.85°, Packets_Sent: 1583, Status: OK
[2025-01-01 03:12:00] Temperature: 24.5°C, Voltage: 3.57V, Current: 1.41A, Signal_Strength: -72dBm, Antenna_Angle: 146.18°, Roll: 0.56°, Pitch: 1.03°, Yaw: 72.77°, Packets_Sent: 1918, Status: OK
[2025-01-01 03:13:00] Temperature: 29.6°C, Voltage: 3.58V, Current: 0.88A, Signal_Strength: -64dBm, Antenna_Angle: 57.32°, Roll: -0.71°, Pitch: -1.55°, Yaw: 209.46°, Packets_Sent: 1245, Status: OK
[2025-01-01 03:14:00] Temperature: 36.0°C, Voltage: 3.67V, Current: 1.23A, Signal_Strength: -59dBm, Antenna_Angle: 143.27°, Roll: -1.21°, Pitch: -1.64°, Yaw: 215.26°, Packets_Sent: 1055, Status: OK
[2025-01-01 03:15:00] Temperature: 27.1°C, Voltage: 3.56V, Current: 1.19A, Signal_Strength: -59dBm, Antenna_Angle: 142.83°, Roll: -1.59°, Pitch: 1.82°, Yaw: 293.24°, Packets_Sent: 1688, Status: OK
[2025-01-01 03:16:00] Temperature: 23.8°C, Voltage: 3.16V, Current: 0.49A, Signal_Strength: -45dBm, Antenna_Angle: 159.31°, Roll: -1.02°, Pitch: -1.38°, Yaw: 357.35°, Packets_Sent: 983, Status: Warning
[2025-01-01 03:17:00] Temperature: 44.5°C, Voltage: 3.55V, Current: 0.65A, Signal_Strength: -56dBm, Antenna_Angle: 77.75°, Roll: -0.81°, Pitch: 1.86°, Yaw: 308.70°, Packets_Sent: 925, Status: OK
[2025-01-01 03:18:00] Temperature: 28.2°C, Voltage: 3.67V, Current: 1.50A, Signal_Strength: -69dBm, Antenna_Angle: 66.98°, Roll: 0.32°, Pitch: 0.51°, Yaw: 319.89°, Packets_Sent: 1962, Status: OK
[2025-01-01 03:19:00] Temperature: 37.4°C, Voltage: 3.73V, Current: 1.48A, Signal_Strength: -51dBm, Antenna_Angle: 94.88°, Roll: -0.54°, Pitch: 1.70°, Yaw: 84.49°, Packets_Sent: 1658, Status: OK
[2025-01-01 03:20:00] Temperature: 17.3°C, Voltage: 3.73V, Current: 0.75A, Signal_Strength: -50dBm, Antenna_Angle: 252.87°, Roll: -1.61°, Pitch: 1.67°, Yaw: 354.77°, Packets_Sent: 1163, Status: OK
[2025-01-01 03:21:00] Temperature: 31.1°C, Voltage: 3.49V, Current: 1.31A, Signal_Strength: -68dBm, Antenna_Angle: 125.40°, Roll: -0.14°, Pitch: 0.30°, Yaw: 19.15°, Packets_Sent: 1358, Status: OK
[2025-01-01 03:22:00] Temperature: 29.9°C, Voltage: 3.62V, Current: 1.45A, Signal_Strength: -104dBm, Antenna_Angle: 201.58°, Roll: 1.58°, Pitch: -0.09°, Yaw: 254.26°, Packets_Sent: 1017, Status: Critical
[2025-01-01 03:23:00] Temperature: 36.6°C, Voltage: 3.68V, Current: 1.44A, Signal_Strength: -53dBm, Antenna_Angle: 256.89°, Roll: -0.28°, Pitch: 1.06°, Yaw: 48.01°, Packets_Sent: 1905, Status: OK
[2025-01-01 03:24:00] Temperature: 34.9°C, Voltage: 3.57V, Current: 1.17A, Signal_Strength: -66dBm, Antenna_Angle: 83.72°, Roll: 1.79°, Pitch: -1.42°, Yaw: 194.26°, Packets_Sent: 1940, Status: OK
[2025-01-01 03:25:00] Temperature: 24.4°C, Voltage: 3.45V, Current: 1.07A, Signal_Strength: -54dBm, Antenna_Angle: 129.00°, Roll: 1.10°, Pitch: -1.72°, Yaw: 22.91°, Packets_Sent: 1145, Status: OK
[2025-01-01 03:26:00] Temperature: 19.8°C, Voltage: 3.53V, Current: 1.48A, Signal_Strength: -52dBm, Antenna_Angle: 356.24°, Roll: -1.88°, Pitch: 1.72°, Yaw: 262.31°, Packets_Sent: 1271, Status: OK
[2025-01-01 03:27:00] Temperature: 17.8°C, Voltage: 3.61V, Current: 1.17A, Signal_Strength: -54dBm, Antenna_Angle: 289.76°, Roll: 0.79°, Pitch: -1.45°, Yaw: 123.58°, Packets_Sent: 1680, Status: OK
[2025-01-01 03:28:00] Temperature: 25.7°C, Voltage: 3.73V, Current: 1.37A, Signal_Strength: -60dBm, Antenna_Angle: 66.44°, Roll: -1.20°, Pitch: -0.60°, Yaw: 232.99°, Packets_Sent: 1722, Status: OK
[2025-01-01 03:29:00] Temperature: 28.6°C, Voltage: 3.49V, Current: 0.68A, Signal_Strength: -49dBm, Antenna_Angle: 21.92°, Roll: 0.73°, Pitch: -1.62°, Yaw: 0.62°, Packets_Sent: 1021, Status: OK
[2025-01-01 03:30:00] Temperature: 15.4°C, Voltage: 3.58V, Current: 0.74A, Signal_Strength: -51dBm, Antenna_Angle: 204.50°, Roll: 1.44°, Pitch: 1.82°, Yaw: 67.85°, Packets_Sent: 1667, Status: OK
[2025-01-01 03:31:00] Temperature: 20.5°C, Voltage: 3.54V, Current: 0.78A, Signal_Strength: -49dBm, Antenna_Angle: 328.53°, Roll: 0.30°, Pitch: 1.57°, Yaw: 254.29°, Packets_Sent: 1666, Status: OK
[2025-01-01 03:32:00] Temperature: 20.3°C, Voltage: 3.51V, Current: 1.30A, Signal_Strength: -74dBm, Antenna_Angle: 13.96°, Roll: 1.55°, Pitch: 1.17°, Yaw: 43.30°, Packets_Sent: 2000, Status: OK
[2025-01-01 03:33:00] Temperature: 43.1°C, Voltage: 3.49V, Current: 1.15A, Signal_Strength: -57dBm, Antenna_Angle: 60.26°, Roll: -0.01°, Pitch: 0.41°, Yaw: 359.03°, Packets_Sent: 1104, Status: OK
[2025-01-01 03:34:00] Temperature: 43.1°C, Voltage: 3.82V, Current: 1.00A, Signal_Strength: -63dBm, Antenna_Angle: 161.25°, Roll: 0.67°, Pitch: -1.74°, Yaw: 88.64°, Packets_Sent: 1138, Status: OK
[2025-01-01 03:35:00] Temperature: 43.8°C, Voltage: 3.65V, Current: 1.27A, Signal_Strength: -74dBm, Antenna_Angle: 21.10°, Roll: 1.24°, Pitch: 1.64°, Yaw: 254.74°, Packets_Sent: 1883, Status: OK
[2025-01-01 03:36:00] Temperature: 18.0°C, Voltage: 3.66V, Current: 1.13A, Signal_Strength: -65dBm, Antenna_Angle: 189.84°, Roll: 0.09°, Pitch: 1.03°, Yaw: 231.55°, Packets_Sent: 1989, Status: OK
[2025-01-01 03:37:00] Temperature: 19.1°C, Voltage: 3.76V, Current: 0.72A, Signal_Strength: -56dBm, Antenna_Angle: 145.52°, Roll: -1.67°, Pitch: -1.90°, Yaw: 37.55°, Packets_Sent: 1672, Status: OK
[2025-01-01 03:38:00] Temperature: 33.3°C, Voltage: 3.57V, Current: 1.49A, Signal_Strength: -52dBm, Antenna_Angle: 277.50°, Roll: 0.11°, Pitch: -1.83°, Yaw: 340.83°, Packets_Sent: 1012, Status: OK
[2025-01-01 03:39:00] Temperature: 32.6°C, Voltage: 3.81V, Current: 1.00A, Signal_Strength: -56dBm, Antenna_Angle: 266.13°, Roll: -1.89°, Pitch: 1.87°, Yaw: 138.56°, Packets_Sent: 1994, Status: OK
